timestamp,hot_inlet_temp_c,hot_outlet_temp_c,cold_inlet_temp_c,cold_outlet_temp_c,hot_flow_rate_lpm,cold_flow_rate_lpm,heat_transfer_coeff_wm2k,pressure_drop_hot_kpa,pressure_drop_cold_kpa,approach_temp_c,effectiveness,pump_trip_event,cleaning_cycle
2025-03-01 09:25:00,180.23,143.17,29.7,66.99,200.57,200.15,1848.0,12.49,8.36,76.17,0.2462,0,0
2025-03-01 09:30:00,180.49,143.0,29.3,66.93,200.26,200.33,1849.6,12.27,8.36,76.07,0.248,0,0
2025-03-01 09:35:00,180.04,143.07,29.28,66.34,200.71,200.12,1846.3,12.3,7.93,76.73,0.2452,0,0
2025-03-01 09:40:00,180.05,143.07,28.94,65.92,200.73,200.6,1851.2,12.01,7.94,77.15,0.2447,0,0
2025-03-01 09:45:00,179.96,143.03,29.29,66.25,199.94,199.2,1846.8,12.35,8.07,76.79,0.2451,0,0
2025-03-01 09:50:00,180.3,142.79,29.35,66.69,200.59,200.26,1845.6,12.73,7.94,76.1,0.2485,0,0
2025-03-01 09:55:00,179.95,142.53,29.07,66.28,199.78,199.53,1845.8,12.28,8.0,76.26,0.248,0,0
2025-03-01 10:00:00,179.83,142.9,29.18,65.94,199.53,200.75,1846.0,12.4,8.04,76.96,0.2451,0,0
2025-03-01 10:05:00,180.1,142.9,29.19,66.67,199.86,200.17,1852.8,12.37,7.92,76.24,0.2465,0,0
2025-03-01 10:10:00,179.73,142.78,28.92,66.06,199.8,200.36,1850.0,12.0,8.03,76.72,0.245,0,0
2025-03-01 10:15:00,179.35,142.92,28.87,65.22,199.56,199.51,1848.2,12.53,8.28,77.7,0.2421,0,0
2025-03-01 10:20:00,179.71,143.38,29.35,65.0,198.7,199.35,1851.7,12.11,8.08,78.38,0.2416,0,0
2025-03-01 10:25:00,179.95,143.16,29.44,66.06,199.35,199.94,1847.5,12.29,8.11,77.09,0.2445,0,0
2025-03-01 10:30:00,180.22,142.96,28.75,65.86,199.64,200.26,1849.9,12.2,7.98,77.1,0.246,0,0
2025-03-01 10:35:00,180.11,142.68,28.69,66.34,200.93,200.17,1850.5,12.41,8.27,76.34,0.2472,0,0
2025-03-01 10:40:00,179.91,142.81,28.77,65.99,199.52,199.22,1850.0,12.23,7.99,76.82,0.2454,0,0
2025-03-01 10:45:00,180.09,142.93,28.8,65.55,199.17,199.88,1852.5,12.43,8.11,77.38,0.2456,0,0
2025-03-01 10:50:00,180.03,143.41,29.04,65.54,199.98,200.71,1851.3,12.43,8.05,77.87,0.2425,0,0
2025-03-01 10:55:00,179.72,143.22,29.11,65.17,198.74,201.43,1850.2,12.56,7.96,78.04,0.2424,0,0
2025-03-01 11:00:00,179.71,143.04,28.72,65.53,199.79,199.19,1847.6,12.54,7.89,77.51,0.2429,0,0
2025-03-01 11:05:00,179.68,142.85,28.94,65.43,199.83,200.33,1848.1,12.2,8.18,77.42,0.2444,0,0
2025-03-01 11:10:00,179.88,143.23,29.02,65.81,200.47,200.83,1852.3,12.22,8.06,77.42,0.243,0,0
2025-03-01 11:15:00,179.54,143.13,28.89,64.8,199.46,200.32,1847.0,12.25,8.02,78.33,0.2417,0,0
2025-03-01 11:20:00,180.04,142.46,28.51,66.53,200.04,198.65,1846.1,12.22,7.89,75.93,0.248,0,0
2025-03-01 11:25:00,179.65,143.11,28.68,64.95,199.67,200.79,1852.3,12.47,8.16,78.16,0.242,0,0
2025-03-01 11:30:00,179.9,143.44,29.02,65.87,201.41,200.53,1852.5,12.14,7.93,77.57,0.2416,0,0
2025-03-01 11:35:00,179.99,142.83,28.33,65.4,199.53,200.69,1845.9,12.23,8.25,77.43,0.245,0,0
2025-03-01 11:40:00,180.05,142.78,28.81,66.47,201.36,201.04,1848.2,12.3,8.1,76.31,0.2464,0,0
2025-03-01 11:45:00,180.27,143.2,28.44,65.44,200.36,200.42,1853.0,12.19,8.27,77.76,0.2441,0,0
2025-03-01 11:50:00,180.09,142.91,28.36,65.39,200.33,200.14,1849.3,12.08,8.35,77.52,0.245,0,0
2025-03-01 11:55:00,179.72,143.18,28.53,65.53,200.92,200.47,1849.1,12.14,8.23,77.65,0.2417,0,0
2025-03-01 12:00:00,180.2,143.14,28.6,64.95,198.99,200.99,1852.3,12.08,8.03,78.2,0.2444,0,0
2025-03-01 12:05:00,179.72,143.18,28.52,65.09,199.33,199.51,1851.9,12.46,8.04,78.09,0.2416,0,0
2025-03-01 12:10:00,180.02,143.35,28.8,65.85,201.37,200.72,1853.2,12.03,8.23,77.5,0.2425,0,0
2025-03-01 12:15:00,180.05,143.1,28.67,65.81,199.58,199.66,1845.5,12.33,8.02,77.29,0.2441,0,0
2025-03-01 12:20:00,179.76,142.81,28.74,65.82,199.74,199.47,1850.0,12.14,7.97,76.99,0.2447,0,0
2025-03-01 12:25:00,179.95,142.79,28.74,66.35,199.16,200.39,1847.2,12.18,8.13,76.44,0.2457,0,0
2025-03-01 12:30:00,179.77,143.04,28.84,65.76,201.44,199.69,1850.0,12.51,8.23,77.28,0.2434,0,0
2025-03-01 12:35:00,179.77,142.84,29.01,66.06,200.93,200.39,1847.6,12.37,8.05,76.77,0.245,0,0
2025-03-01 12:40:00,179.44,142.97,28.85,65.24,200.15,200.86,1853.3,12.36,8.14,77.72,0.2422,0,0
2025-03-01 12:45:00,180.8,142.8,28.57,66.08,200.14,201.39,1845.7,12.38,8.19,76.72,0.2496,0,0
2025-03-01 12:50:00,180.19,142.98,28.27,65.46,200.8,200.96,1852.0,12.36,8.2,77.52,0.2449,0,0
2025-03-01 12:55:00,179.73,143.13,28.56,64.86,199.03,200.51,1850.9,12.07,8.23,78.27,0.2421,0,0
2025-03-01 13:00:00,179.88,143.3,28.63,65.52,200.89,199.39,1850.1,12.38,7.91,77.78,0.2419,0,0
2025-03-01 13:05:00,180.15,142.91,28.61,66.13,200.83,199.83,1849.8,12.12,8.07,76.78,0.2457,0,0
2025-03-01 13:10:00,180.32,142.54,28.57,65.58,199.3,200.57,1850.0,12.33,8.13,76.95,0.249,0,0
2025-03-01 13:15:00,179.78,142.6,28.56,65.46,198.88,200.18,1850.8,12.04,8.02,77.14,0.2459,0,0
2025-03-01 13:20:00,180.2,142.69,28.98,65.87,198.8,200.27,1854.8,12.4,7.98,76.82,0.248,0,0
2025-03-01 13:25:00,180.05,143.15,28.75,64.61,200.15,201.8,1849.1,12.19,8.07,78.54,0.2439,0,0
2025-03-01 13:30:00,180.0,143.15,28.43,64.76,199.13,201.09,1852.0,12.4,8.29,78.39,0.2431,0,0
2025-03-01 13:35:00,179.74,142.95,28.79,64.75,199.51,200.92,1850.1,12.03,8.07,78.2,0.2437,0,0
2025-03-01 13:40:00,179.99,142.79,28.5,65.58,198.81,199.11,1853.9,12.41,8.03,77.21,0.2455,0,0
2025-03-01 13:45:00,180.32,143.06,28.26,65.81,200.55,199.86,1848.0,12.42,8.1,77.25,0.245,0,0
2025-03-01 13:50:00,180.6,142.71,28.53,66.86,201.02,200.52,1846.8,11.97,8.23,75.85,0.2492,0,0
2025-03-01 13:55:00,180.27,143.18,28.62,65.28,199.79,201.27,1852.2,12.11,8.02,77.9,0.2446,0,0
2025-03-01 14:00:00,179.74,142.73,28.06,64.59,199.06,200.98,1846.5,12.43,8.1,78.14,0.244,0,0
2025-03-01 14:05:00,180.12,143.21,28.59,65.46,199.06,199.22,1852.3,11.83,8.27,77.75,0.2436,0,0
2025-03-01 14:10:00,179.88,143.17,29.17,65.58,199.59,200.02,1852.6,12.2,8.29,77.58,0.2436,0,0
2025-03-01 14:15:00,180.2,143.07,28.76,65.3,199.42,199.83,1848.3,12.44,7.91,77.78,0.2451,0,0
2025-03-01 14:20:00,180.32,143.12,28.49,66.02,200.26,199.08,1853.4,12.5,8.29,77.1,0.245,0,0
2025-03-01 14:25:00,180.05,142.89,28.34,66.08,201.06,198.96,1851.3,12.54,8.1,76.81,0.245,0,0
2025-03-01 14:30:00,179.58,143.35,28.59,64.83,200.14,199.72,1845.7,12.37,7.93,78.52,0.2399,0,0
2025-03-01 14:35:00,180.42,143.59,28.74,64.71,198.88,200.86,1852.7,12.37,8.13,78.89,0.2428,0,0
2025-03-01 14:40:00,180.09,142.66,28.8,66.4,199.45,201.13,1854.6,12.12,8.1,76.26,0.2474,0,0
2025-03-01 14:45:00,180.35,143.29,28.57,65.52,199.87,199.68,1850.0,12.38,8.07,77.77,0.2442,0,0
2025-03-01 14:50:00,179.78,142.57,28.37,65.35,198.79,199.06,1850.9,12.31,7.98,77.22,0.2458,0,0
2025-03-01 14:55:00,179.75,143.18,28.47,64.66,198.89,199.01,1850.1,12.21,8.46,78.52,0.2417,0,0
2025-03-01 15:00:00,179.55,143.08,28.78,65.35,199.73,199.38,1846.8,12.36,8.16,77.72,0.2419,0,0
2025-03-01 15:05:00,180.33,142.51,28.59,66.8,201.18,199.84,1849.8,12.17,8.24,75.71,0.2493,0,0
2025-03-01 15:10:00,179.88,143.17,29.01,65.72,199.93,200.6,1846.9,12.44,8.1,77.45,0.2433,0,0
2025-03-01 15:15:00,180.5,142.9,28.9,66.75,200.6,199.39,1846.5,12.12,8.08,76.15,0.248,0,0
2025-03-01 15:20:00,179.98,143.17,28.84,65.84,200.89,199.68,1849.4,12.34,7.79,77.33,0.2436,0,0
2025-03-01 15:25:00,180.02,142.89,28.65,65.45,199.26,198.49,1852.6,12.26,7.85,77.44,0.2453,0,0
2025-03-01 15:30:00,179.83,142.91,29.01,65.86,199.52,199.78,1844.9,12.29,8.02,77.05,0.2448,0,0
2025-03-01 15:35:00,180.74,142.96,28.79,66.41,199.64,200.79,1847.4,12.53,8.01,76.55,0.2486,0,0
2025-03-01 15:40:00,180.09,143.15,29.14,66.22,199.76,200.0,1846.7,12.33,7.96,76.93,0.2448,0,0
2025-03-01 15:45:00,179.81,143.65,28.72,64.81,200.97,201.28,1847.5,12.15,8.34,78.84,0.2393,0,0
2025-03-01 15:50:00,179.62,142.75,28.82,65.63,199.55,201.4,1853.9,12.27,8.17,77.12,0.2445,0,0
2025-03-01 15:55:00,179.62,143.1,28.9,65.85,199.83,197.94,1844.9,12.09,7.99,77.26,0.2423,0,0
2025-03-01 16:00:00,179.87,143.08,28.87,65.54,199.23,199.19,1849.7,12.27,8.17,77.53,0.2436,0,0
2025-03-01 16:05:00,179.96,143.31,29.18,65.35,200.08,200.71,1852.8,12.57,7.95,77.96,0.2431,0,0
2025-03-01 16:10:00,179.99,142.83,28.9,66.37,200.35,200.42,1847.4,12.28,8.25,76.46,0.2459,0,0
2025-03-01 16:15:00,180.49,142.6,28.88,66.61,200.63,200.18,1846.4,12.22,8.04,76.0,0.2499,0,0
2025-03-01 16:20:00,180.01,142.94,29.35,66.29,200.34,202.12,1851.2,12.53,8.04,76.65,0.246,0,0
2025-03-01 16:25:00,180.21,143.13,29.46,66.34,199.42,199.94,1847.4,12.57,8.07,76.78,0.246,0,0
2025-03-01 16:30:00,180.43,142.95,28.95,66.06,199.83,200.64,1847.8,12.34,8.0,76.89,0.2475,0,0
2025-03-01 16:35:00,180.02,142.87,28.54,65.38,199.55,199.86,1847.3,12.31,8.32,77.49,0.2452,0,0
2025-03-01 16:40:00,179.65,142.98,29.06,65.71,200.78,200.27,1850.0,12.28,7.77,77.26,0.2435,0,0
2025-03-01 16:45:00,179.82,142.8,28.67,65.95,201.03,200.66,1857.3,12.21,8.29,76.85,0.2449,0,0
2025-03-01 16:50:00,180.09,142.9,29.12,65.65,199.12,199.56,1851.6,12.25,8.17,77.25,0.2463,0,0
2025-03-01 16:55:00,179.9,143.18,29.95,67.16,198.67,199.25,1847.0,12.57,7.96,76.02,0.2449,0,0
2025-03-01 17:00:00,180.32,142.84,29.25,67.54,201.78,201.43,1846.6,12.25,8.37,75.3,0.2481,0,0
2025-03-01 17:05:00,179.82,143.1,29.1,65.58,200.1,200.36,1850.6,12.4,8.33,77.51,0.2436,0,0
2025-03-01 17:10:00,180.08,143.33,28.97,65.4,200.02,199.5,1851.7,12.14,8.29,77.93,0.2432,0,0
2025-03-01 17:15:00,180.19,143.17,29.37,66.51,200.4,199.73,1852.2,12.31,7.73,76.66,0.2455,0,0
2025-03-01 17:20:00,179.87,142.97,29.72,66.74,201.16,200.08,1851.9,12.39,7.95,76.23,0.2458,0,0
2025-03-01 17:25:00,180.17,143.12,29.68,66.8,199.24,199.85,1848.7,12.22,8.03,76.32,0.2462,0,0
2025-03-01 17:30:00,180.1,142.73,29.51,67.24,199.98,198.91,1846.3,12.33,8.05,75.49,0.2482,0,0
2025-03-01 17:35:00,179.85,142.93,29.44,66.2,201.34,200.23,1851.5,12.47,8.19,76.73,0.2455,0,0
2025-03-01 17:40:00,180.29,143.13,29.58,66.73,198.96,199.96,1848.5,12.29,8.15,76.4,0.2466,0,0
2025-03-01 17:45:00,180.32,142.74,29.74,67.08,200.52,200.32,1849.7,12.46,8.16,75.67,0.2495,0,0
2025-03-01 17:50:00,180.14,142.99,29.14,65.58,198.83,200.9,1852.6,12.34,8.54,77.41,0.246,0,0
2025-03-01 17:55:00,180.31,142.97,29.64,66.56,199.88,200.19,1852.8,12.34,7.69,76.42,0.2478,0,0
2025-03-01 18:00:00,179.84,143.37,29.37,65.6,200.78,199.96,1846.8,12.46,8.0,77.78,0.2424,0,0
