ts_qcs,day,grade,cd_basis_weight_cv_pct,formation_index,ash_content_pct,moisture_pct,strength_rel_pct,defect_grade
2025-10-02 11:35:15,2.2,GSM120,0.859,8.27,23.14,3.0,95.9,A
2025-10-02 12:19:00,2.2,GSM120,0.88,8.51,23.55,3.0,99.6,A
2025-10-02 13:18:30,2.2,GSM120,0.801,8.07,22.18,3.0,103.7,A
2025-10-02 13:24:30,2.2,GSM120,0.514,8.29,23.26,3.0,100.9,A
2025-10-02 14:00:30,2.3,GSM120,0.352,8.65,24.71,3.0,105.0,A
2025-10-02 14:25:30,2.3,GSM120,0.15,8.49,22.81,3.0,101.7,A
2025-10-02 14:44:00,2.3,GSM120,0.597,8.59,23.63,3.0,98.1,A
2025-10-02 15:02:00,2.3,GSM120,0.892,8.41,26.39,3.0,100.5,A
2025-10-02 16:41:15,2.4,GSM80,0.15,8.32,24.02,3.0,99.7,A
2025-10-02 17:37:45,2.4,GSM80,0.41,8.25,23.36,3.0,96.8,A
2025-10-02 18:24:00,2.4,GSM80,0.769,8.63,25.14,3.0,100.3,A
2025-10-02 18:40:15,2.4,GSM80,0.308,8.08,23.48,3.0,102.7,A
2025-10-02 19:33:15,2.5,GSM100,0.927,8.76,21.25,3.0,97.8,A
2025-10-02 20:05:15,2.5,GSM100,0.448,8.24,25.0,3.0,99.7,A
2025-10-02 20:51:30,2.5,GSM100,1.453,8.66,23.27,3.0,101.2,B
2025-10-02 21:17:45,2.6,GSM100,0.915,9.19,25.89,3.0,102.7,A
2025-10-02 21:34:00,2.6,GSM120,0.462,8.65,23.38,3.0,98.3,A
2025-10-02 22:12:15,2.6,GSM120,0.563,8.57,24.02,3.0,100.6,A
2025-10-02 23:04:00,2.6,GSM120,0.581,8.96,23.33,3.0,98.5,A
2025-10-02 23:28:45,2.6,GSM120,0.758,8.35,22.06,3.0,101.8,A
2025-10-03 00:02:15,2.7,GSM120,0.487,7.89,26.1,3.0,99.8,A
2025-10-03 00:55:30,2.7,GSM120,0.439,8.1,24.02,3.0,97.2,A
2025-10-03 01:15:45,2.7,GSM120,0.644,8.34,25.15,3.0,98.0,A
2025-10-03 01:34:00,2.7,GSM120,0.718,7.99,24.4,3.0,101.3,A
2025-10-03 02:54:00,2.8,GSM80,1.892,8.81,23.9,3.0,99.8,B
2025-10-03 03:17:15,2.8,GSM80,0.503,8.44,23.64,3.0,98.2,A
2025-10-03 03:34:15,2.8,GSM80,0.413,8.3,22.76,3.0,98.9,A
2025-10-03 03:40:15,2.8,GSM80,0.605,8.65,24.61,3.0,97.9,A
2025-10-03 04:20:30,2.8,GSM80,0.243,8.71,25.65,3.0,99.6,A
2025-10-03 04:55:15,2.9,GSM80,0.301,8.59,21.7,3.0,96.0,A
2025-10-03 05:13:30,2.9,GSM80,0.333,8.89,26.82,3.0,98.3,A
2025-10-03 05:45:00,2.9,GSM80,0.196,8.58,19.17,3.0,100.0,A
2025-10-03 05:57:30,2.9,GSM80,0.15,8.57,27.7,3.0,100.8,A
2025-10-03 07:45:00,3.0,GSM100,0.698,8.49,23.95,3.0,101.0,A
2025-10-03 08:32:45,3.0,GSM100,0.986,8.49,28.13,3.0,101.7,A
2025-10-03 08:40:30,3.0,GSM100,0.611,8.46,26.49,3.0,102.6,A
2025-10-03 09:05:00,3.0,GSM100,0.554,8.69,23.0,3.0,98.1,A
2025-10-03 09:13:15,3.0,GSM100,0.15,7.83,21.99,,99.2,A
2025-10-03 09:58:30,3.1,GSM100,0.549,8.3,21.08,3.0,102.9,A
2025-10-03 10:02:45,3.1,GSM100,0.365,8.62,21.88,3.0,102.8,A
2025-10-03 10:11:15,3.1,GSM100,0.64,8.72,24.82,3.0,101.3,A
2025-10-03 10:37:00,3.1,GSM120,0.243,8.37,26.03,3.0,101.6,A
2025-10-03 11:44:45,3.1,GSM120,0.918,8.44,22.74,3.0,97.6,A
2025-10-03 12:06:30,3.1,GSM120,0.508,8.57,25.0,3.0,103.0,A
2025-10-03 16:24:15,3.3,GSM100,0.412,8.08,24.96,3.0,102.4,A
2025-10-03 16:50:30,3.3,GSM100,0.448,8.72,26.89,3.0,101.9,A
2025-10-03 17:00:45,3.3,GSM100,0.591,8.41,23.85,3.0,99.9,A
2025-10-03 17:37:15,3.4,GSM100,0.768,8.83,23.51,3.0,97.8,A
2025-10-03 17:46:15,3.4,GSM100,0.715,8.52,25.78,3.0,99.0,A
2025-10-03 17:56:00,3.4,GSM100,0.15,8.61,25.72,3.0,96.8,A
2025-10-03 21:43:15,3.5,GSM120,1.047,8.2,23.13,3.0,105.0,A
2025-10-03 21:53:15,3.5,GSM120,0.507,8.92,21.75,3.0,100.7,A
2025-10-03 23:24:30,3.6,GSM80,1.076,8.49,24.38,3.0,99.7,A
2025-10-03 23:41:30,3.6,GSM80,0.547,8.64,22.7,3.0,98.3,A
2025-10-04 00:00:30,3.6,GSM80,0.313,8.39,20.39,3.0,100.4,A
2025-10-04 00:25:00,3.6,GSM80,0.918,8.44,23.99,3.0,101.3,A
2025-10-04 00:49:15,3.6,GSM80,0.493,8.52,24.42,3.0,96.7,A
2025-10-04 01:30:00,3.7,GSM80,0.39,8.13,24.19,3.0,100.1,A
2025-10-04 02:15:30,3.7,GSM100,0.815,8.58,24.63,3.0,100.3,A
2025-10-04 03:47:45,3.8,GSM100,0.182,8.68,25.29,3.0,99.2,A
2025-10-04 03:58:30,3.8,GSM100,0.39,8.1,25.2,3.0,98.4,A
2025-10-04 04:40:45,3.8,GSM100,0.42,8.71,20.63,3.0,102.0,A
2025-10-04 05:06:45,3.8,GSM120,0.62,8.11,24.82,3.0,98.5,A
2025-10-04 05:46:30,3.8,GSM120,0.791,8.32,27.4,3.0,98.8,A
2025-10-04 06:34:30,3.9,GSM120,0.909,8.63,24.51,3.0,100.4,A
2025-10-04 06:48:45,3.9,GSM120,0.63,8.55,24.23,3.0,102.6,A
2025-10-04 07:03:15,3.9,GSM120,0.622,8.36,23.25,3.0,99.5,A
2025-10-04 08:01:45,3.9,GSM120,0.69,8.4,27.07,3.0,101.0,A
2025-10-04 08:40:45,4.0,GSM120,0.849,8.35,23.48,3.0,101.5,A
2025-10-04 08:51:15,4.0,GSM80,0.342,8.54,22.52,3.0,105.0,A
2025-10-04 10:06:00,4.0,GSM80,0.454,8.44,24.84,3.0,101.3,A
2025-10-04 11:51:00,4.1,GSM100,0.691,8.26,23.87,3.0,101.1,A
2025-10-04 12:30:30,4.1,GSM100,0.15,8.54,23.43,3.0,101.2,A
2025-10-04 13:01:15,4.1,GSM100,0.909,8.22,23.46,3.0,101.8,A
2025-10-04 13:51:00,4.2,GSM100,1.442,8.24,24.82,3.0,101.4,B
2025-10-04 14:18:00,4.2,GSM100,0.636,8.53,24.89,3.0,102.0,A
2025-10-04 15:07:00,4.2,GSM120,0.882,8.61,26.65,3.0,97.3,A
2025-10-04 15:18:00,4.2,GSM120,0.625,8.12,28.71,3.0,98.6,A
2025-10-04 15:56:30,4.2,GSM120,0.583,8.36,23.52,3.0,101.1,A
2025-10-04 17:05:15,4.3,GSM120,0.653,8.25,22.97,3.0,101.0,A
2025-10-04 17:19:45,4.3,GSM120,1.306,8.11,25.33,3.0,98.8,B
2025-10-04 17:35:45,4.3,GSM120,0.732,8.65,21.11,3.0,98.5,A
2025-10-04 17:42:15,4.3,GSM120,0.481,8.05,25.87,3.0,98.7,A
2025-10-04 18:28:15,4.3,GSM80,0.545,8.17,22.87,3.0,100.5,A
2025-10-04 20:13:00,4.4,GSM80,0.442,8.06,21.33,3.0,100.0,A
2025-10-04 22:27:45,4.5,GSM100,0.572,8.39,22.71,3.0,99.6,A
2025-10-04 23:06:00,4.5,GSM100,0.331,9.5,28.63,3.0,99.6,A
2025-10-04 23:08:00,4.5,GSM100,0.666,7.87,24.05,3.0,100.9,A
2025-10-04 23:14:30,4.5,GSM100,0.344,8.68,22.38,3.0,98.7,A
2025-10-05 02:17:45,4.6,GSM120,0.835,8.2,26.32,3.0,97.8,A
2025-10-05 02:32:30,4.7,GSM120,0.939,8.61,25.75,3.0,99.9,A
2025-10-05 02:41:00,4.7,GSM120,0.539,8.12,23.01,3.0,103.4,A
2025-10-05 02:45:00,4.7,GSM120,0.898,8.26,24.72,3.0,93.7,A
2025-10-05 02:47:00,4.7,GSM120,0.937,8.06,26.44,3.0,101.6,A
2025-10-05 04:38:15,4.7,GSM80,0.197,8.43,26.5,3.0,98.0,A
2025-10-05 04:42:15,4.7,GSM80,0.529,8.89,25.81,3.0,103.4,A
2025-10-05 05:31:45,4.8,GSM80,0.565,8.37,23.92,3.0,103.6,A
2025-10-05 05:39:15,4.8,GSM80,0.323,8.3,21.53,3.0,97.0,A
2025-10-05 06:25:45,4.8,GSM80,0.15,8.28,23.27,3.0,100.6,A
2025-10-05 06:59:30,4.8,GSM80,0.472,8.51,22.5,3.0,101.8,A
2025-10-05 07:25:00,4.8,GSM80,0.762,8.54,27.15,3.0,101.2,A
2025-10-05 07:28:45,4.9,GSM80,0.292,8.46,26.45,3.0,101.0,A
2025-10-05 09:40:45,4.9,GSM100,0.597,8.27,24.55,3.0,97.5,A
2025-10-05 09:42:45,4.9,GSM100,0.586,8.31,23.73,3.0,101.1,A
2025-10-05 10:13:15,5.0,GSM100,0.668,9.15,25.93,3.0,99.8,A
2025-10-05 10:23:00,5.0,GSM100,0.292,8.38,25.02,3.0,101.0,A
2025-10-05 10:53:30,5.0,GSM100,0.15,8.4,21.59,3.0,99.5,A
2025-10-05 10:55:30,5.0,GSM100,0.4,8.36,23.42,3.0,102.9,A
2025-10-05 10:57:30,5.0,GSM100,0.809,7.74,20.92,3.0,97.4,A
2025-10-05 10:59:45,5.0,GSM100,0.797,8.18,24.55,3.0,100.7,A
2025-10-05 12:23:15,5.0,GSM120,0.579,8.57,27.05,3.0,101.2,A
2025-10-05 12:25:15,5.0,GSM120,0.707,8.82,23.8,3.0,100.6,A
2025-10-05 12:36:00,5.1,GSM120,0.236,8.41,24.02,3.0,102.5,A
2025-10-05 14:00:30,5.1,GSM120,0.667,8.63,26.79,3.0,105.0,A
2025-10-05 14:32:15,5.1,GSM80,0.457,8.24,23.5,3.0,100.6,A
2025-10-05 15:10:30,5.2,GSM80,0.854,8.79,22.4,3.0,99.8,A
2025-10-05 15:50:00,5.2,GSM80,0.156,8.68,26.24,3.0,100.6,A
2025-10-05 17:19:30,5.2,GSM80,0.282,8.45,24.69,3.0,102.7,A
2025-10-05 19:32:30,5.3,GSM100,0.677,8.62,21.31,3.0,98.4,A
2025-10-05 22:14:30,5.4,GSM120,0.756,8.5,25.67,3.0,94.7,A
2025-10-05 22:18:45,5.4,GSM120,0.827,8.45,24.16,3.0,100.6,A
2025-10-05 22:40:15,5.5,GSM120,0.651,8.28,27.87,3.0,101.7,A
2025-10-06 01:16:00,5.6,GSM80,0.391,8.55,21.62,3.0,99.0,A
2025-10-06 02:20:30,5.6,GSM80,0.168,8.44,25.89,3.0,98.8,A
2025-10-06 03:15:45,5.6,GSM80,0.4,8.34,22.28,3.0,101.8,A
2025-10-06 03:45:15,5.7,GSM80,0.7,8.19,28.65,3.0,97.1,A
2025-10-06 04:33:15,5.7,GSM100,0.49,9.16,21.83,3.0,100.2,A
2025-10-06 04:44:15,5.7,GSM100,0.591,8.4,27.34,3.0,99.0,A
2025-10-06 05:02:15,5.7,GSM100,0.636,8.39,22.44,3.0,101.3,A
2025-10-06 05:06:15,5.7,GSM100,1.121,8.65,21.87,3.0,101.9,A
2025-10-06 06:18:45,5.8,GSM100,0.725,8.63,22.53,3.0,101.6,A
2025-10-06 06:23:00,5.8,GSM100,0.581,8.2,24.95,3.0,105.0,A
2025-10-06 06:43:45,5.8,GSM100,0.556,8.47,22.85,3.0,99.0,A
2025-10-06 07:05:30,5.8,GSM100,0.512,8.04,26.55,3.0,99.7,A
2025-10-06 08:06:45,5.8,GSM100,0.711,8.64,24.42,3.0,99.3,A
2025-10-06 09:33:45,5.9,GSM120,0.581,8.29,21.45,3.0,102.5,A
2025-10-06 09:36:00,5.9,GSM120,0.905,8.68,26.19,3.0,100.0,A
2025-10-06 11:52:30,6.0,GSM120,0.742,8.57,22.39,3.0,100.2,A
2025-10-06 12:41:00,6.0,GSM120,0.64,8.48,23.7,3.0,97.5,A
2025-10-06 13:43:15,6.0,GSM120,1.167,8.53,22.79,3.0,97.6,A
2025-10-06 14:03:15,6.1,GSM120,0.874,8.2,26.42,3.0,101.5,A
2025-10-06 15:13:15,6.1,GSM80,0.449,8.04,24.43,3.0,101.0,A
2025-10-06 15:44:30,6.1,GSM80,0.15,7.35,22.92,3.0,97.2,A
2025-10-06 16:00:00,6.1,GSM80,0.5,8.31,24.48,3.0,100.6,A
2025-10-06 16:48:15,6.2,GSM80,0.409,8.57,24.67,3.0,98.0,A
2025-10-06 16:58:30,6.2,GSM80,0.15,9.5,22.8,3.0,104.8,A
2025-10-06 17:51:00,6.2,GSM100,0.471,8.37,24.09,3.0,99.4,A
2025-10-06 17:59:00,6.2,GSM100,0.397,8.65,24.31,3.0,100.5,A
2025-10-06 18:12:15,6.2,GSM100,0.431,8.68,23.05,3.0,98.5,A
2025-10-06 18:22:30,6.2,GSM100,0.15,9.15,25.5,3.0,98.7,A
2025-10-06 18:28:30,6.2,GSM100,0.509,8.16,23.07,3.0,98.1,A
2025-10-06 18:34:30,6.2,GSM100,0.15,8.33,21.66,3.0,98.2,A
2025-10-06 18:43:30,6.2,GSM100,0.57,8.68,22.22,3.0,102.6,A
2025-10-06 20:14:00,6.3,GSM120,0.789,8.34,25.5,3.0,98.6,A
2025-10-06 20:54:45,6.3,GSM120,0.957,8.23,24.97,3.0,98.0,A
2025-10-06 21:22:15,6.3,GSM120,0.15,8.45,23.22,3.0,103.0,A
2025-10-06 21:50:00,6.4,GSM120,0.344,8.76,21.98,3.0,103.0,A
2025-10-06 22:24:00,6.4,GSM120,0.828,9.5,23.9,3.0,101.5,A
2025-10-06 22:41:30,6.4,GSM120,0.767,8.39,23.38,3.0,101.9,A
2025-10-06 22:43:30,6.4,GSM120,0.757,8.03,26.29,3.0,99.6,A
2025-10-06 22:45:30,6.4,GSM120,0.598,8.25,22.1,3.0,99.7,A
2025-10-06 23:34:00,6.4,GSM120,0.843,8.94,23.78,3.0,99.3,A
2025-10-07 00:00:15,6.5,GSM80,0.608,8.43,24.47,3.0,103.0,A
2025-10-07 00:37:30,6.5,GSM80,0.15,8.83,23.26,3.0,98.9,A
2025-10-07 00:55:15,6.5,GSM80,0.487,8.4,24.64,3.0,99.8,A
2025-10-07 01:41:15,6.5,GSM80,0.633,8.29,23.64,3.0,101.4,A
2025-10-07 02:21:00,6.6,GSM80,0.504,8.91,23.99,3.0,97.3,A
2025-10-07 03:27:30,6.6,GSM100,0.768,8.13,23.71,3.0,101.1,A
2025-10-07 04:37:15,6.6,GSM100,0.712,8.1,23.67,3.0,99.1,A
2025-10-07 06:01:30,6.7,GSM120,0.52,8.76,22.22,3.0,101.1,A
2025-10-07 06:03:30,6.7,GSM120,0.823,8.58,24.55,3.0,99.1,A
2025-10-07 06:33:00,6.7,GSM120,0.644,8.31,19.38,3.0,101.9,A
2025-10-07 06:39:30,6.7,GSM120,1.469,8.64,25.0,3.0,102.4,B
2025-10-07 06:43:30,6.7,GSM120,0.981,8.45,22.44,3.0,100.6,A
2025-10-07 07:36:15,6.8,GSM120,0.843,8.81,23.06,3.0,98.7,A
2025-10-07 07:40:15,6.8,GSM120,0.68,8.4,21.78,3.0,93.9,A
2025-10-07 07:52:15,6.8,GSM120,0.861,8.64,23.1,3.0,97.2,A
2025-10-07 09:01:45,6.8,GSM120,0.692,8.4,25.46,3.0,100.1,A
2025-10-07 09:17:30,6.8,GSM80,0.15,8.37,20.88,3.0,99.0,A
2025-10-07 09:27:30,6.8,GSM80,0.42,8.44,24.05,3.0,101.5,A
2025-10-07 09:29:30,6.8,GSM80,0.15,8.78,21.84,3.0,99.5,A
2025-10-07 10:22:15,6.9,GSM80,0.15,8.6,24.62,3.0,98.2,A
2025-10-07 10:58:30,6.9,GSM80,0.48,8.54,23.22,3.0,98.5,A
2025-10-07 11:32:15,6.9,GSM100,0.15,8.48,21.14,3.0,102.6,A
2025-10-07 12:12:45,6.9,GSM100,0.78,7.96,22.41,3.0,102.0,A
2025-10-07 13:19:30,7.0,GSM100,0.65,8.25,25.29,3.0,99.4,A
2025-10-07 13:23:45,7.0,GSM100,0.485,8.3,24.62,3.0,98.6,A
2025-10-07 13:35:30,7.0,GSM100,0.452,8.24,26.09,3.0,102.3,A
2025-10-07 13:43:30,7.0,GSM100,0.989,8.35,24.72,3.0,100.4,A
2025-10-07 14:12:15,7.0,GSM100,0.307,8.66,19.69,3.0,94.8,A
2025-10-07 14:47:30,7.0,GSM100,0.632,8.04,21.15,3.0,100.3,A
2025-10-07 15:49:00,7.1,GSM100,0.617,8.94,19.7,3.0,99.4,A
2025-10-07 15:53:15,7.1,GSM100,0.654,8.26,21.68,3.0,99.1,A
2025-10-07 15:57:30,7.1,GSM100,0.564,8.73,24.52,3.0,100.7,A
2025-10-07 18:02:45,7.2,GSM120,0.32,8.13,26.12,3.0,102.3,A
2025-10-07 18:25:00,7.2,GSM120,0.546,8.39,22.31,3.0,98.7,A
2025-10-07 20:20:30,7.3,GSM80,0.15,8.78,25.06,3.0,100.3,A
2025-10-07 20:43:30,7.3,GSM80,0.718,8.11,23.32,3.0,98.1,A
2025-10-07 21:05:00,7.3,GSM80,0.675,8.27,25.34,3.0,103.5,A
2025-10-07 21:17:00,7.3,GSM80,0.315,8.43,23.68,3.0,100.7,A
2025-10-07 22:05:15,7.3,GSM80,0.261,8.41,24.68,3.0,97.5,A
2025-10-07 22:52:30,7.4,GSM80,0.361,8.52,23.95,3.0,100.9,A
2025-10-07 23:07:30,7.4,GSM80,0.15,8.03,26.8,3.0,99.6,A
2025-10-07 23:44:00,7.4,GSM100,0.267,8.32,26.34,3.0,98.4,A
2025-10-08 00:15:15,7.4,GSM100,0.221,8.59,18.0,3.0,100.1,A
2025-10-08 01:29:15,7.5,GSM100,0.91,8.68,23.56,3.0,99.1,A
2025-10-08 01:53:30,7.5,GSM100,0.15,8.39,23.28,3.0,100.0,A
2025-10-08 03:10:30,7.5,GSM120,0.727,8.04,24.11,3.0,98.4,A
2025-10-08 03:59:30,7.6,GSM120,0.579,8.39,22.1,3.0,99.2,A
2025-10-08 04:18:00,7.6,GSM120,0.65,8.56,23.55,3.0,102.1,A
2025-10-08 04:36:15,7.6,GSM120,0.72,8.27,20.79,3.0,99.1,A
2025-10-08 05:38:45,7.6,GSM120,1.197,8.46,23.1,3.0,101.2,A
2025-10-08 07:16:45,7.7,GSM80,1.166,8.47,24.62,3.0,98.5,A
2025-10-08 08:27:30,7.7,GSM80,0.361,8.41,25.31,3.0,102.0,A
2025-10-08 08:42:00,7.7,GSM80,0.15,8.42,20.03,3.0,97.8,A
2025-10-08 10:04:30,7.8,GSM80,0.748,8.4,21.98,3.0,99.3,A
2025-10-08 11:22:30,7.9,GSM100,0.611,8.06,22.77,3.0,99.8,A
2025-10-08 12:05:45,7.9,GSM100,0.499,8.24,24.27,3.0,100.8,A
2025-10-08 12:13:30,7.9,GSM100,0.268,8.3,19.79,3.0,102.3,A
2025-10-08 13:18:30,7.9,GSM120,0.754,8.5,24.01,3.0,101.7,A
2025-10-08 14:54:15,8.0,GSM120,0.686,8.63,22.2,3.0,99.9,A
2025-10-08 14:58:30,8.0,GSM120,0.673,8.64,27.87,3.0,100.8,A
2025-10-08 16:15:30,8.0,GSM120,0.672,8.53,22.21,3.0,100.1,A
2025-10-08 16:33:30,8.1,GSM120,0.646,8.45,25.3,3.0,99.2,A
2025-10-08 16:48:30,8.1,GSM120,0.553,8.0,27.2,3.0,99.2,A
2025-10-08 16:50:45,8.1,GSM120,0.497,8.51,24.12,3.0,101.7,A
2025-10-08 17:16:00,8.1,GSM120,0.668,8.46,24.99,3.0,101.4,A
2025-10-08 17:26:15,8.1,GSM120,0.58,8.64,23.94,3.0,97.2,A
2025-10-08 17:30:00,8.1,GSM120,0.71,8.39,22.27,3.0,99.9,A
2025-10-08 17:47:15,8.1,GSM120,0.97,8.08,24.52,3.0,97.2,A
2025-10-08 18:03:45,8.1,GSM120,0.882,8.33,24.5,3.0,101.5,A
2025-10-08 18:12:30,8.1,GSM120,0.823,9.3,24.94,3.0,98.9,A
2025-10-08 18:42:30,8.1,GSM80,0.384,8.25,22.5,3.0,99.4,A
2025-10-08 19:34:15,8.2,GSM80,0.15,8.15,26.64,3.0,99.2,A
2025-10-08 20:25:30,8.2,GSM80,1.497,7.97,21.39,3.0,100.9,B
2025-10-08 20:31:45,8.2,GSM80,0.153,8.26,26.79,3.0,97.1,A
2025-10-08 20:51:30,8.2,GSM80,0.15,8.48,20.25,3.0,99.9,A
2025-10-08 21:25:15,8.2,GSM80,0.731,8.54,24.48,3.0,98.8,A
2025-10-08 21:59:45,8.3,GSM80,0.575,9.1,24.1,3.0,100.6,A
2025-10-08 22:07:30,8.3,GSM80,0.508,8.19,22.47,3.0,99.8,A
2025-10-08 23:06:00,8.3,GSM100,0.624,8.51,25.51,3.0,98.7,A
2025-10-08 23:39:15,8.3,GSM100,0.401,8.02,26.9,3.0,102.4,A
2025-10-09 00:55:30,8.4,GSM100,0.503,8.18,23.24,3.0,103.4,A
2025-10-09 01:01:00,8.4,GSM100,0.682,8.78,25.52,3.0,98.4,A
2025-10-09 01:33:30,8.4,GSM100,0.908,8.32,29.42,3.0,103.6,A
2025-10-09 02:08:45,8.4,GSM100,0.658,8.65,26.56,3.0,98.1,A
2025-10-09 04:04:15,8.5,GSM120,0.908,8.32,26.15,3.0,100.4,A
2025-10-09 04:33:45,8.5,GSM120,0.811,8.96,18.68,3.0,99.7,A
2025-10-09 04:49:00,8.5,GSM120,0.841,8.76,25.52,3.0,99.8,A
2025-10-09 04:53:00,8.5,GSM120,0.626,8.6,21.39,3.0,99.1,A
2025-10-09 05:07:00,8.6,GSM120,1.067,8.28,21.96,3.0,101.4,A
2025-10-09 05:46:00,8.6,GSM120,0.854,8.63,22.2,3.0,99.8,A
2025-10-09 07:51:30,8.7,GSM120,0.616,8.72,25.69,3.0,98.3,A
2025-10-09 08:19:30,8.7,GSM120,0.853,8.04,22.97,3.0,100.9,A
2025-10-09 08:56:15,8.7,GSM80,0.396,8.14,24.78,3.0,98.7,A
2025-10-09 09:27:00,8.7,GSM80,0.826,8.11,24.76,3.0,99.2,A
2025-10-09 10:41:00,8.8,GSM80,1.018,7.92,21.93,3.0,100.0,A
2025-10-09 11:42:00,8.8,GSM80,0.446,8.58,26.64,3.0,101.9,A
2025-10-09 12:16:45,8.8,GSM80,0.602,8.08,26.0,3.0,101.0,A
2025-10-09 12:39:00,8.9,GSM100,0.351,8.24,26.1,3.0,95.4,A
2025-10-09 12:43:30,8.9,GSM100,0.738,8.31,24.03,3.0,101.1,A
2025-10-09 12:53:30,8.9,GSM100,0.264,8.48,23.94,3.0,101.1,A
2025-10-09 13:20:15,8.9,GSM100,0.95,8.46,25.22,3.0,102.5,A
2025-10-09 13:24:15,8.9,GSM100,0.396,8.42,25.31,3.0,100.8,A
2025-10-09 13:28:15,8.9,GSM100,0.15,8.31,21.94,3.0,101.3,A
2025-10-09 14:47:45,8.9,GSM100,0.851,8.37,22.62,3.0,97.5,A
2025-10-09 15:00:30,8.9,GSM100,0.15,8.37,27.52,3.0,100.0,A
2025-10-09 16:15:00,9.0,GSM100,0.433,8.3,30.4,3.0,102.0,A
2025-10-09 16:23:00,9.0,GSM100,0.691,8.86,24.22,3.0,99.3,A
2025-10-09 17:17:00,9.0,GSM100,0.579,8.11,24.38,3.0,98.5,A
2025-10-09 19:13:45,9.1,GSM120,1.55,8.52,22.71,3.0,97.6,B
2025-10-09 19:38:45,9.1,GSM120,1.052,8.98,26.57,3.0,102.0,A
2025-10-09 19:46:45,9.1,GSM120,0.595,8.51,25.06,3.0,97.5,A
2025-10-09 20:17:15,9.2,GSM80,0.407,8.66,24.81,3.0,100.7,A
2025-10-09 20:41:30,9.2,GSM80,0.15,8.05,23.9,3.0,100.6,A
2025-10-09 21:04:00,9.2,GSM80,0.706,8.34,25.26,3.0,100.2,A
2025-10-09 21:12:45,9.2,GSM80,0.15,8.48,25.42,3.0,99.7,A
2025-10-09 21:27:00,9.2,GSM80,0.312,7.98,24.76,3.0,103.1,A
2025-10-09 21:56:00,9.2,GSM80,0.526,8.2,24.27,3.0,96.4,A
2025-10-09 22:24:15,9.2,GSM80,0.508,8.39,23.92,3.0,99.8,A
2025-10-09 23:34:30,9.3,GSM100,0.363,8.58,24.7,3.0,102.3,A
2025-10-10 00:08:45,9.3,GSM100,0.749,8.78,23.5,3.0,99.6,A
2025-10-10 00:47:15,9.3,GSM100,0.15,8.69,28.85,3.0,99.3,A
2025-10-10 00:59:30,9.3,GSM120,1.275,8.41,25.61,3.0,102.0,B
2025-10-10 01:03:30,9.3,GSM120,0.72,8.02,23.14,3.0,101.6,A
