timestamp,part_id,day,shift,material,tool_id,tool_age_parts,spindle_speed_rpm,feed_rate_mm_min,depth_of_cut_mm,coolant_flow_l_min,coolant_temp_C,spindle_temp_C,spindle_vibration_mm_s,cutting_force_N,ambient_temp_C
2026-04-02 16:24:00,P021002,2,1,TI6AL4V,T001,52,6125.0,1534.0,2.0,10.65,25.5,41.2,1.09,1265.3,25.2
2026-04-02 16:48:00,P021003,2,1,TI6AL4V,T001,53,5954.0,1587.0,0.5,11.62,25.7,37.1,1.2,1062.2,24.3
2026-04-02 17:12:00,P021004,2,1,TI6AL4V,T001,54,6228.0,1277.0,1.5,11.36,25.8,36.9,1.02,1217.8,23.5
2026-04-02 17:36:00,P021005,2,1,TI6AL4V,T001,55,5985.0,1446.0,1.0,11.55,25.3,39.2,1.25,1131.0,22.7
2026-04-02 18:00:00,P021006,2,1,TI6AL4V,T001,56,6140.0,1460.0,1.0,12.3,25.2,41.0,1.1,1135.7,21.9
2026-04-02 18:24:00,P021007,2,1,TI6AL4V,T001,57,5877.0,1512.0,1.5,12.3,23.9,36.1,1.04,1139.0,21.3
2026-04-02 18:48:00,P021008,2,1,TI6AL4V,T001,58,6022.0,1656.0,0.5,13.03,25.1,40.2,0.98,1107.9,20.0
2026-04-02 19:12:00,P021009,2,1,TI6AL4V,T001,59,5875.0,1708.0,1.0,12.29,24.0,37.1,1.09,1139.5,19.9
2026-04-02 19:36:00,P021010,2,1,TI6AL4V,T001,60,5873.0,1613.0,1.5,12.82,24.6,39.9,1.13,1131.0,19.5
2026-04-02 20:00:00,P021011,2,1,AL7075,T001,61,12101.0,2984.0,1.0,12.2,24.4,36.6,1.04,665.8,20.6
2026-04-02 20:24:00,P021012,2,1,AL7075,T001,62,12174.0,3013.0,0.5,10.51,23.4,34.9,0.69,596.0,17.9
2026-04-02 20:48:00,P021013,2,1,AL7075,T001,63,12083.0,3017.0,2.0,11.92,23.6,35.7,0.56,795.6,17.2
2026-04-02 21:12:00,P021014,2,1,AL7075,T001,64,12250.0,3038.0,1.5,12.09,22.6,34.1,0.89,712.4,17.9
2026-04-02 21:36:00,P021015,2,1,AL7075,T001,65,11993.0,2985.0,2.0,11.28,23.4,34.2,0.54,756.1,15.3
2026-04-02 22:00:00,P021016,2,1,AL7075,T001,66,12016.0,3139.0,2.0,11.49,23.8,37.2,0.83,754.6,18.3
2026-04-02 22:24:00,P021017,2,1,AL7075,T001,67,11919.0,3069.0,1.0,11.8,23.2,35.3,0.8,619.2,17.4
2026-04-02 22:48:00,P021018,2,1,AL7075,T001,68,12056.0,2944.0,1.5,12.41,22.8,34.3,0.99,735.4,16.3
2026-04-02 23:12:00,P021019,2,1,AL7075,T001,69,11955.0,3090.0,1.5,11.91,22.9,35.4,0.81,713.8,17.0
2026-04-02 23:36:00,P021020,2,1,AL7075,T001,70,11966.0,3124.0,1.0,12.93,22.7,35.5,0.88,629.7,15.5
2026-04-03 00:00:00,P021021,2,1,AL7075,T001,71,12163.0,2801.0,0.5,11.48,24.0,34.7,0.77,587.7,18.0
2026-04-03 00:24:00,P021022,2,1,AL7075,T001,72,11841.0,3045.0,1.5,11.64,21.8,33.4,0.85,701.1,14.9
2026-04-03 00:48:00,P021023,2,1,AL7075,T001,73,11974.0,2968.0,2.0,12.0,22.7,35.1,0.77,819.7,16.4
2026-04-03 01:12:00,P021024,2,1,AL7075,T001,74,12020.0,2915.0,1.5,11.54,23.4,34.4,0.75,757.3,16.1
2026-04-03 01:36:00,P021025,2,1,AL7075,T001,75,12011.0,3076.0,1.5,13.66,23.0,34.7,1.03,772.6,16.8
2026-04-03 04:00:00,P022001,2,2,AL7075,T001,76,11907.0,3060.0,2.0,12.03,24.0,39.1,0.86,797.4,16.5
2026-04-03 04:24:00,P022002,2,2,AL7075,T001,77,11844.0,3160.0,1.5,12.86,23.2,33.4,0.75,713.0,17.3
2026-04-03 04:48:00,P022003,2,2,AL7075,T001,78,12040.0,2945.0,2.0,11.56,23.4,36.7,1.0,782.3,17.6
2026-04-03 05:12:00,P022004,2,2,AL7075,T001,79,12037.0,2993.0,1.0,10.96,23.5,33.4,0.94,649.1,16.0
2026-04-03 05:36:00,P022005,2,2,AL7075,T002,0,12065.0,2889.0,1.5,11.72,23.1,34.7,0.59,629.1,16.7
2026-04-03 06:00:00,P022006,2,2,AL7075,T002,1,12005.0,2945.0,2.0,12.59,23.8,35.4,0.32,698.2,18.8
2026-04-03 06:24:00,P022007,2,2,AL7075,T002,2,11913.0,3032.0,0.5,12.89,23.2,33.9,0.86,543.2,19.5
2026-04-03 06:48:00,P022008,2,2,AL7075,T002,3,11997.0,3160.0,1.5,12.16,25.0,36.8,0.28,670.4,21.1
2026-04-03 07:12:00,P022009,2,2,AL7075,T002,4,12034.0,3115.0,1.5,11.8,24.9,37.3,0.39,675.5,20.2
2026-04-03 07:36:00,P022010,2,2,SS304,T002,5,7872.0,1869.0,1.5,11.21,23.8,37.7,0.28,920.0,22.5
2026-04-03 08:00:00,P022011,2,2,SS304,T002,6,8006.0,2090.0,1.0,10.89,23.9,36.0,0.34,911.8,22.9
2026-04-03 08:24:00,P022012,2,2,SS304,T002,7,7997.0,1924.0,1.0,11.21,24.3,37.5,0.53,890.3,22.3
2026-04-03 08:48:00,P022013,2,2,SS304,T002,8,7903.0,2044.0,1.5,11.52,25.0,37.4,0.43,896.6,22.5
2026-04-03 09:12:00,P022014,2,2,SS304,T002,9,8121.0,2031.0,2.0,11.44,24.8,38.3,0.48,964.1,23.0
2026-04-03 09:36:00,P022015,2,2,SS304,T002,10,8182.0,1934.0,0.5,11.33,26.6,39.1,0.38,790.0,24.5
2026-04-03 10:00:00,P022016,2,2,SS304,T002,11,8146.0,1865.0,1.0,11.36,26.3,37.6,0.51,939.0,25.2
2026-04-03 10:24:00,P022017,2,2,SS304,T002,12,7941.0,1984.0,1.5,12.19,24.1,36.8,0.37,957.5,23.2
2026-04-03 10:48:00,P022018,2,2,SS304,T002,13,8010.0,1946.0,2.0,12.43,25.3,39.4,0.75,1019.3,25.3
2026-04-03 11:12:00,P022019,2,2,SS304,T002,14,8007.0,2062.0,1.5,13.86,25.8,37.9,0.28,953.9,25.9
2026-04-03 11:36:00,P022020,2,2,SS304,T002,15,8009.0,2057.0,1.0,11.12,24.1,37.2,0.46,903.5,24.1
2026-04-03 12:00:00,P022021,2,2,SS304,T002,16,8057.0,2048.0,1.0,11.86,25.0,38.0,0.68,912.2,24.7
2026-04-03 12:24:00,P022022,2,2,SS304,T002,17,7935.0,2042.0,1.5,11.15,25.8,41.3,0.46,935.6,24.8
2026-04-03 12:48:00,P022023,2,2,SS304,T002,18,7963.0,2051.0,2.0,10.67,26.2,39.2,0.53,1050.3,24.5
2026-04-03 13:12:00,P022024,2,2,SS304,T002,19,7929.0,2068.0,1.0,12.75,26.3,38.6,0.26,854.7,25.2
2026-04-03 13:36:00,P022025,2,2,SS304,T002,20,8171.0,1915.0,1.0,10.44,27.1,39.7,0.63,887.2,25.2
2026-04-03 16:00:00,P031001,3,1,SS304,T002,21,8046.0,1905.0,1.0,12.33,26.6,40.7,0.65,897.1,26.1
2026-04-03 16:24:00,P031002,3,1,SS304,T002,22,8044.0,2096.0,2.0,12.4,25.3,38.8,0.35,1031.2,23.9
2026-04-03 16:48:00,P031003,3,1,SS304,T002,23,7757.0,1992.0,1.0,12.29,25.2,38.8,0.62,932.6,23.8
2026-04-03 17:12:00,P031004,3,1,SS304,T002,24,8001.0,1957.0,1.0,12.19,25.3,38.7,0.57,884.2,23.9
2026-04-03 17:36:00,P031005,3,1,SS304,T002,25,8017.0,2020.0,1.0,11.83,24.8,37.6,0.43,900.6,22.5
2026-04-03 18:00:00,P031006,3,1,TI6AL4V,T002,26,6236.0,1534.0,1.0,11.34,24.9,38.8,0.86,1134.7,21.2
2026-04-03 18:24:00,P031007,3,1,TI6AL4V,T002,27,6075.0,1471.0,1.0,13.7,25.1,37.9,0.87,1121.2,21.5
2026-04-03 18:48:00,P031008,3,1,TI6AL4V,T002,28,6032.0,1445.0,0.5,11.99,25.1,40.2,0.92,1039.1,20.1
2026-04-03 19:12:00,P031009,3,1,TI6AL4V,T002,29,5881.0,1481.0,1.5,12.48,24.8,38.7,0.91,1162.0,19.5
2026-04-03 19:36:00,P031010,3,1,TI6AL4V,T002,30,5901.0,1619.0,1.5,12.96,24.6,38.1,1.07,1185.4,20.4
2026-04-03 20:00:00,P031011,3,1,TI6AL4V,T002,31,6173.0,1468.0,2.0,10.64,24.8,37.8,0.84,1284.0,18.3
2026-04-03 20:24:00,P031012,3,1,TI6AL4V,T002,32,5946.0,1524.0,1.0,11.8,23.8,36.6,1.06,1193.3,17.3
2026-04-03 20:48:00,P031013,3,1,TI6AL4V,T002,33,5910.0,1476.0,1.5,11.49,23.5,37.8,1.1,1202.8,18.8
2026-04-03 21:12:00,P031014,3,1,TI6AL4V,T002,34,6036.0,1504.0,1.0,12.57,24.5,37.4,1.04,1170.1,16.5
2026-04-03 21:36:00,P031015,3,1,TI6AL4V,T002,35,6016.0,1527.0,1.5,12.08,23.1,33.1,0.8,1163.1,16.6
2026-04-03 22:00:00,P031016,3,1,TI6AL4V,T002,36,5952.0,1557.0,1.0,12.84,24.2,34.9,0.63,1076.1,16.0
2026-04-03 22:24:00,P031017,3,1,TI6AL4V,T002,37,6054.0,1600.0,1.0,11.33,24.3,39.1,0.88,1082.1,16.8
2026-04-03 22:48:00,P031018,3,1,TI6AL4V,T002,38,6024.0,1614.0,1.5,12.44,23.7,39.0,0.6,1144.2,16.7
2026-04-03 23:12:00,P031019,3,1,TI6AL4V,T002,39,5970.0,1518.0,1.0,10.29,23.3,36.0,1.1,1129.3,16.0
2026-04-03 23:36:00,P031020,3,1,TI6AL4V,T002,40,6037.0,1627.0,1.5,11.79,23.0,36.2,1.05,1162.8,15.6
2026-04-04 00:00:00,P031021,3,1,AL7075,T002,41,12127.0,2943.0,1.0,12.84,22.0,32.8,0.62,537.5,15.3
2026-04-04 00:24:00,P031022,3,1,AL7075,T002,42,11957.0,3007.0,1.0,12.63,23.6,34.9,0.47,649.2,16.7
2026-04-04 00:48:00,P031023,3,1,AL7075,T002,43,12039.0,2938.0,0.5,11.58,22.7,35.4,0.58,576.2,16.1
2026-04-04 01:12:00,P031024,3,1,AL7075,T002,44,11838.0,3013.0,1.0,12.19,22.8,34.6,0.69,650.1,15.4
2026-04-04 01:36:00,P031025,3,1,AL7075,T002,45,11952.0,3053.0,0.5,11.61,23.9,36.2,0.77,538.9,18.1
2026-04-04 04:00:00,P032001,3,2,AL7075,T002,46,11950.0,3116.0,1.5,11.84,23.2,34.2,0.66,694.4,15.7
2026-04-04 04:24:00,P032002,3,2,AL7075,T002,47,11990.0,3113.0,0.5,11.68,23.1,34.4,0.54,581.4,16.1
2026-04-04 04:48:00,P032003,3,2,AL7075,T002,48,11853.0,2979.0,1.0,11.9,24.2,38.8,0.78,632.3,18.8
2026-04-04 05:12:00,P032004,3,2,AL7075,T002,49,12124.0,3009.0,1.0,10.7,23.0,33.7,0.52,637.3,17.2
2026-04-04 05:36:00,P032005,3,2,AL7075,T002,50,11948.0,3019.0,2.0,11.1,23.9,35.1,0.72,721.2,19.8
2026-04-04 06:00:00,P032006,3,2,AL7075,T002,51,12073.0,2946.0,2.0,11.28,23.5,35.6,0.78,763.3,19.5
2026-04-04 06:24:00,P032007,3,2,AL7075,T002,52,11859.0,2793.0,1.5,9.99,23.5,35.9,0.49,763.8,20.3
2026-04-04 06:48:00,P032008,3,2,AL7075,T002,53,11949.0,2991.0,1.0,11.54,24.3,34.1,0.68,637.2,20.0
2026-04-04 07:12:00,P032009,3,2,AL7075,T002,54,11963.0,2910.0,1.5,12.28,24.8,37.0,0.72,720.1,20.6
2026-04-04 07:36:00,P032010,3,2,AL7075,T002,55,11933.0,3021.0,1.5,12.74,24.7,37.9,0.83,647.3,21.1
2026-04-04 08:00:00,P032011,3,2,AL7075,T002,56,11970.0,2975.0,1.5,12.17,25.7,36.9,1.13,719.7,22.6
2026-04-04 08:24:00,P032012,3,2,AL7075,T002,57,12134.0,2989.0,0.5,12.84,24.6,36.1,0.85,557.6,23.2
2026-04-04 08:48:00,P032013,3,2,AL7075,T002,58,11964.0,3019.0,2.0,11.94,25.0,39.2,0.56,798.2,22.6
2026-04-04 09:12:00,P032014,3,2,AL7075,T002,59,11913.0,3017.0,1.5,12.98,25.3,38.4,0.69,744.8,23.6
2026-04-04 09:36:00,P032015,3,2,AL7075,T002,60,11839.0,2928.0,1.0,11.12,25.0,36.8,0.89,630.9,23.8
2026-04-04 10:00:00,P032016,3,2,AL7075,T002,61,11998.0,3032.0,1.5,11.59,24.9,37.5,0.66,688.0,24.2
2026-04-04 10:24:00,P032017,3,2,AL7075,T002,62,11876.0,3013.0,1.5,11.58,26.0,38.5,0.71,724.0,26.1
2026-04-04 10:48:00,P032018,3,2,AL7075,T002,63,12052.0,3022.0,1.0,13.33,26.4,37.7,0.78,626.9,26.1
2026-04-04 11:12:00,P032019,3,2,AL7075,T002,64,11909.0,3002.0,1.5,10.46,25.2,36.7,0.79,803.6,25.0
2026-04-04 11:36:00,P032020,3,2,SS304,T002,65,7780.0,1863.0,1.5,13.02,25.8,39.4,0.85,1012.7,24.8
2026-04-04 12:00:00,P032021,3,2,SS304,T002,66,8224.0,2037.0,1.5,11.58,25.9,38.9,0.68,1012.6,24.1
2026-04-04 12:24:00,P032022,3,2,SS304,T002,67,8154.0,1944.0,1.0,12.38,24.5,37.7,0.87,982.9,25.1
2026-04-04 12:48:00,P032023,3,2,SS304,T002,68,7890.0,2051.0,2.0,10.73,25.1,38.7,0.71,1054.6,24.8
2026-04-04 13:12:00,P032024,3,2,SS304,T002,69,7915.0,2027.0,2.0,9.58,25.2,36.3,1.01,1128.2,24.8
2026-04-04 13:36:00,P032025,3,2,SS304,T002,70,7884.0,2005.0,1.5,11.98,24.8,39.0,1.04,994.8,25.2
2026-04-04 16:00:00,P041001,4,1,SS304,T002,71,7973.0,1938.0,1.0,11.62,26.0,37.5,1.01,964.1,25.8
2026-04-04 16:24:00,P041002,4,1,SS304,T002,72,8052.0,1935.0,1.5,12.07,25.9,41.4,0.66,993.4,24.4
2026-04-04 16:48:00,P041003,4,1,SS304,T002,73,7856.0,1983.0,1.0,11.59,24.7,34.6,0.86,942.3,24.2
2026-04-04 17:12:00,P041004,4,1,SS304,T002,74,8097.0,2128.0,1.0,12.3,24.7,38.9,0.93,931.8,23.0
2026-04-04 17:36:00,P041005,4,1,SS304,T002,75,7826.0,2010.0,1.5,11.82,24.3,36.5,0.66,938.0,22.8
2026-04-04 18:00:00,P041006,4,1,SS304,T002,76,8105.0,1942.0,1.5,12.35,25.2,40.0,0.91,1039.8,22.4
2026-04-04 18:24:00,P041007,4,1,SS304,T002,77,8067.0,2054.0,1.0,10.72,24.0,38.1,0.68,954.1,19.6
2026-04-04 18:48:00,P041008,4,1,SS304,T002,78,7934.0,1952.0,1.0,13.03,24.8,37.0,0.79,926.5,21.2
2026-04-04 19:12:00,P041009,4,1,SS304,T002,79,7974.0,1853.0,2.0,11.74,24.4,38.0,0.86,1056.8,19.2
2026-04-04 19:36:00,P041010,4,1,SS304,T003,0,8084.0,1951.0,1.0,10.23,24.8,36.0,0.43,833.8,19.6
2026-04-04 20:00:00,P041011,4,1,SS304,T003,1,7928.0,2013.0,1.5,12.34,24.0,36.3,0.16,914.2,19.0
2026-04-04 20:24:00,P041012,4,1,SS304,T003,2,7999.0,2125.0,0.5,11.0,24.6,37.8,0.24,842.0,19.6
2026-04-04 20:48:00,P041013,4,1,SS304,T003,3,7924.0,1875.0,2.0,11.48,24.3,35.2,0.47,1042.6,18.0
2026-04-04 21:12:00,P041014,4,1,SS304,T003,4,8138.0,1900.0,1.0,12.01,23.5,36.8,0.19,864.6,18.5
2026-04-04 21:36:00,P041015,4,1,SS304,T003,5,8078.0,1977.0,2.0,11.85,24.3,37.0,0.59,1000.0,17.6
2026-04-04 22:00:00,P041016,4,1,TI6AL4V,T003,6,6001.0,1557.0,1.0,12.35,23.6,35.9,0.8,1125.1,16.4
2026-04-04 22:24:00,P041017,4,1,TI6AL4V,T003,7,6069.0,1295.0,0.5,11.13,23.0,36.5,0.5,1044.8,16.6
2026-04-04 22:48:00,P041018,4,1,TI6AL4V,T003,8,5954.0,1409.0,2.0,11.52,24.1,37.1,0.84,1262.7,15.4
2026-04-04 23:12:00,P041019,4,1,TI6AL4V,T003,9,5841.0,1563.0,1.5,11.69,23.7,37.0,0.77,1210.5,16.5
2026-04-04 23:36:00,P041020,4,1,TI6AL4V,T003,10,5958.0,1554.0,1.5,11.55,23.2,37.7,0.9,1166.7,16.7
2026-04-05 00:00:00,P041021,4,1,TI6AL4V,T003,11,5929.0,1616.0,0.5,10.79,22.8,36.2,0.69,1058.0,14.1
2026-04-05 00:24:00,P041022,4,1,TI6AL4V,T003,12,5900.0,1478.0,2.0,11.62,23.0,36.7,0.98,1237.6,15.8
2026-04-05 00:48:00,P041023,4,1,TI6AL4V,T003,13,5900.0,1412.0,1.0,10.78,24.4,38.0,0.69,1074.5,17.0
2026-04-05 01:12:00,P041024,4,1,TI6AL4V,T003,14,6054.0,1488.0,1.5,12.89,24.5,36.2,0.76,1144.7,17.7
2026-04-05 01:36:00,P041025,4,1,TI6AL4V,T003,15,6151.0,1451.0,1.5,10.52,22.7,34.6,0.81,1112.2,16.1
2026-04-05 04:00:00,P042001,4,2,TI6AL4V,T003,16,5992.0,1515.0,0.5,13.34,24.3,36.5,0.86,999.9,16.8
2026-04-05 04:24:00,P042002,4,2,TI6AL4V,T003,17,6216.0,1422.0,1.0,12.48,24.7,37.8,1.18,1089.7,18.1
2026-04-05 04:48:00,P042003,4,2,TI6AL4V,T003,18,6142.0,1556.0,1.0,11.98,25.0,37.7,0.68,1073.1,17.7
2026-04-05 05:12:00,P042004,4,2,TI6AL4V,T003,19,5904.0,1552.0,1.5,11.22,22.7,38.9,0.9,1176.3,15.5
2026-04-05 05:36:00,P042005,4,2,TI6AL4V,T003,20,5953.0,1606.0,1.5,12.78,23.3,35.3,0.82,1121.0,18.2
2026-04-05 06:00:00,P042006,4,2,AL7075,T003,21,12326.0,2996.0,1.0,11.68,25.0,37.0,0.6,644.9,19.8
2026-04-05 06:24:00,P042007,4,2,AL7075,T003,22,11997.0,2988.0,2.0,12.03,23.5,36.7,0.39,743.5,19.0
2026-04-05 06:48:00,P042008,4,2,AL7075,T003,23,11951.0,3046.0,1.5,12.46,25.3,37.4,0.41,616.9,21.7
2026-04-05 07:12:00,P042009,4,2,AL7075,T003,24,11949.0,2834.0,1.0,10.14,23.9,36.5,0.58,579.7,21.1
2026-04-05 07:36:00,P042010,4,2,AL7075,T003,25,11794.0,3044.0,1.0,12.46,24.7,36.3,0.7,615.0,21.5
2026-04-05 08:00:00,P042011,4,2,AL7075,T003,26,12120.0,2937.0,1.5,11.97,24.4,35.2,0.43,678.5,21.3
2026-04-05 08:24:00,P042012,4,2,AL7075,T003,27,11996.0,3155.0,2.0,12.28,25.0,39.1,0.78,698.1,22.0
2026-04-05 08:48:00,P042013,4,2,AL7075,T003,28,11974.0,3029.0,1.5,12.28,25.2,36.2,0.83,702.0,23.8
2026-04-05 09:12:00,P042014,4,2,AL7075,T003,29,11964.0,3097.0,1.0,11.97,25.0,38.0,1.05,587.8,23.1
2026-04-05 09:36:00,P042015,4,2,AL7075,T003,30,12079.0,2767.0,2.0,11.95,25.0,38.0,0.59,733.4,24.4
2026-04-05 10:00:00,P042016,4,2,AL7075,T003,31,12111.0,2968.0,1.5,13.16,24.5,37.7,0.56,672.6,23.8
2026-04-05 10:24:00,P042017,4,2,AL7075,T003,32,12158.0,2912.0,1.0,11.12,25.4,38.3,0.46,628.1,25.6
2026-04-05 10:48:00,P042018,4,2,AL7075,T003,33,11919.0,3120.0,1.5,12.31,24.9,37.0,0.35,696.5,26.0
2026-04-05 11:12:00,P042019,4,2,AL7075,T003,34,12163.0,3194.0,1.5,11.35,25.3,36.7,0.69,713.3,23.4
2026-04-05 11:36:00,P042020,4,2,AL7075,T003,35,12067.0,3056.0,1.5,11.67,25.3,38.3,0.62,623.2,25.5
2026-04-05 12:00:00,P042021,4,2,AL7075,T003,36,11956.0,3131.0,1.5,12.19,25.3,38.4,0.41,690.0,24.7
2026-04-05 12:24:00,P042022,4,2,AL7075,T003,37,11897.0,3089.0,1.0,11.84,25.1,36.7,0.8,615.1,24.1
