batch_id,batch_seq,tablet_seq,station,tablet_weight_mg,hardness_N,friability_pct,disintegration_time_min,thickness_mm,blend_moisture_pct,defect_grade,compression_force_kN,pre_compression_force_kN,turret_speed_rpm,fill_depth_mm,dwell_time_ms,lubricant_level_pct,blend_uniformity_index,compression_zone_temp_C,ambient_temp_C,ambient_humidity_pct,ts_start,batch_day,punch_serial,operator_id,compression_ratio,hardness_friability_ratio,weight_deviation_pct,defect_flag
B0001,1.0,20.0,1.0,500.77,98.65,0.288,7.04,4.987,2.06,A,18.13,6.16,27.3,10.03,29.4,1.3,93.4,36.6,19.8,42.2,2025-11-01 06:00:00,1.0,P101-7047,OP_C,2.943,342.53,0.154,0
B0001,1.0,21.0,1.0,499.56,98.63,0.388,7.37,4.974,2.06,A,18.13,6.16,27.3,10.03,29.4,1.3,93.4,36.6,19.8,42.2,2025-11-01 06:00:00,1.0,P101-7047,OP_C,2.943,254.2,-0.088,0
B0001,1.0,23.0,1.0,499.24,100.77,0.307,7.77,5.036,2.06,A,18.13,6.16,27.3,10.03,29.4,1.3,93.4,36.6,19.8,42.2,2025-11-01 06:00:00,1.0,P101-7047,OP_C,2.943,328.24,-0.152,0
B0001,1.0,25.0,1.0,499.74,97.87,0.251,8.31,5.004,2.06,A,18.13,6.16,27.3,10.03,29.4,1.3,93.4,36.6,19.8,42.2,2025-11-01 06:00:00,1.0,P101-7047,OP_C,2.943,389.92,-0.052,0
B0001,1.0,27.0,1.0,499.55,101.73,0.291,8.03,5.008,2.06,A,18.13,6.16,27.3,10.03,29.4,1.3,93.4,36.6,19.8,42.2,2025-11-01 06:00:00,1.0,P101-7047,OP_C,2.943,349.59,-0.09,0
B0001,1.0,28.0,1.0,498.94,98.37,0.257,8.05,5.001,2.06,A,18.13,6.16,27.3,10.03,29.4,1.3,93.4,36.6,19.8,42.2,2025-11-01 06:00:00,1.0,P101-7047,OP_C,2.943,382.76,-0.212,0
B0001,1.0,29.0,1.0,500.06,98.99,0.268,7.77,4.988,2.06,A,18.13,6.16,27.3,10.03,29.4,1.3,93.4,36.6,19.8,42.2,2025-11-01 06:00:00,1.0,P101-7047,OP_C,2.943,369.37,0.012,0
B0001,1.0,31.0,1.0,499.95,97.73,0.327,7.74,5.007,2.06,A,18.13,6.16,27.3,10.03,29.4,1.3,93.4,36.6,19.8,42.2,2025-11-01 06:00:00,1.0,P101-7047,OP_C,2.943,298.87,-0.01,0
B0001,1.0,32.0,1.0,500.25,99.02,0.306,8.25,5.02,2.06,A,18.13,6.16,27.3,10.03,29.4,1.3,93.4,36.6,19.8,42.2,2025-11-01 06:00:00,1.0,P101-7047,OP_C,2.943,323.59,0.05,0
B0001,1.0,33.0,1.0,499.5,96.91,0.235,8.47,4.993,2.06,A,18.13,6.16,27.3,10.03,29.4,1.3,93.4,36.6,19.8,42.2,2025-11-01 06:00:00,1.0,P101-7047,OP_C,2.943,412.38,-0.1,0
B0001,1.0,34.0,1.0,500.1,98.39,0.269,8.45,4.997,2.06,A,18.13,6.16,27.3,10.03,29.4,1.3,93.4,36.6,19.8,42.2,2025-11-01 06:00:00,1.0,P101-7047,OP_C,2.943,365.76,0.02,0
B0001,1.0,36.0,1.0,499.84,99.68,0.339,7.33,5.022,2.06,A,18.13,6.16,27.3,10.03,29.4,1.3,93.4,36.6,19.8,42.2,2025-11-01 06:00:00,1.0,P101-7047,OP_C,2.943,294.04,-0.032,0
B0001,1.0,38.0,1.0,499.27,99.54,0.214,8.53,5.045,2.06,A,18.13,6.16,27.3,10.03,29.4,1.3,93.4,36.6,19.8,42.2,2025-11-01 06:00:00,1.0,P101-7047,OP_C,2.943,465.14,-0.146,0
B0001,1.0,39.0,1.0,500.02,97.32,0.318,7.48,5.0,2.06,A,18.13,6.16,27.3,10.03,29.4,1.3,93.4,36.6,19.8,42.2,2025-11-01 06:00:00,1.0,P101-7047,OP_C,2.943,306.04,0.004,0
B0001,1.0,40.0,1.0,500.81,94.52,0.307,6.79,4.989,2.06,A,18.13,6.16,27.3,10.03,29.4,1.3,93.4,36.6,19.8,42.2,2025-11-01 06:00:00,1.0,P101-7047,OP_C,2.943,307.88,0.162,0
B0002,2.0,1.0,2.0,500.43,97.14,0.353,8.04,5.018,1.54,A,18.52,5.79,28.1,10.03,23.4,0.51,92.7,31.1,17.3,36.2,2025-11-01 14:00:00,1.0,P102-9032,OP_A,3.199,275.18,0.086,0
B0002,2.0,2.0,2.0,499.92,95.44,0.315,7.39,4.99,1.54,A,18.52,5.79,28.1,10.03,23.4,0.51,92.7,31.1,17.3,36.2,2025-11-01 14:00:00,1.0,P102-9032,OP_A,3.199,302.98,-0.016,0
B0002,2.0,3.0,2.0,499.77,94.32,0.318,9.17,5.01,1.54,A,18.52,5.79,28.1,10.03,23.4,0.51,92.7,31.1,17.3,36.2,2025-11-01 14:00:00,1.0,P102-9032,OP_A,3.199,296.6,-0.046,0
B0002,2.0,4.0,2.0,500.1,93.52,0.307,7.64,5.031,1.54,A,18.52,5.79,28.1,10.03,23.4,0.51,92.7,31.1,17.3,36.2,2025-11-01 14:00:00,1.0,P102-9032,OP_A,3.199,304.63,0.02,0
B0002,2.0,7.0,2.0,499.73,96.21,0.338,7.67,4.984,1.54,A,18.52,5.79,28.1,10.03,23.4,0.51,92.7,31.1,17.3,36.2,2025-11-01 14:00:00,1.0,P102-9032,OP_A,3.199,284.64,-0.054,0
B0002,2.0,9.0,2.0,499.92,93.17,0.303,9.27,5.008,1.54,A,18.52,5.79,28.1,10.03,23.4,0.51,92.7,31.1,17.3,36.2,2025-11-01 14:00:00,1.0,P102-9032,OP_A,3.199,307.49,-0.016,0
B0002,2.0,12.0,2.0,500.37,94.67,0.313,8.75,4.983,1.54,A,18.52,5.79,28.1,10.03,23.4,0.51,92.7,31.1,17.3,36.2,2025-11-01 14:00:00,1.0,P102-9032,OP_A,3.199,302.46,0.074,0
B0002,2.0,18.0,2.0,499.47,92.89,0.29,8.25,4.993,1.54,A,18.52,5.79,28.1,10.03,23.4,0.51,92.7,31.1,17.3,36.2,2025-11-01 14:00:00,1.0,P102-9032,OP_A,3.199,320.31,-0.106,0
B0002,2.0,19.0,2.0,499.34,95.47,0.257,7.63,5.011,1.54,A,18.52,5.79,28.1,10.03,23.4,0.51,92.7,31.1,17.3,36.2,2025-11-01 14:00:00,1.0,P102-9032,OP_A,3.199,371.48,-0.132,0
B0002,2.0,20.0,2.0,499.41,94.08,0.307,7.78,4.986,1.54,A,18.52,5.79,28.1,10.03,23.4,0.51,92.7,31.1,17.3,36.2,2025-11-01 14:00:00,1.0,P102-9032,OP_A,3.199,306.45,-0.118,0
B0002,2.0,21.0,2.0,499.69,98.97,0.368,7.79,5.008,1.54,A,18.52,5.79,28.1,10.03,23.4,0.51,92.7,31.1,17.3,36.2,2025-11-01 14:00:00,1.0,P102-9032,OP_A,3.199,268.94,-0.062,0
B0002,2.0,22.0,2.0,500.6,95.52,0.31,8.4,4.974,1.54,A,18.52,5.79,28.1,10.03,23.4,0.51,92.7,31.1,17.3,36.2,2025-11-01 14:00:00,1.0,P102-9032,OP_A,3.199,308.13,0.12,0
B0002,2.0,23.0,2.0,499.16,92.67,0.346,7.22,5.025,1.54,A,18.52,5.79,28.1,10.03,23.4,0.51,92.7,31.1,17.3,36.2,2025-11-01 14:00:00,1.0,P102-9032,OP_A,3.199,267.83,-0.168,0
B0002,2.0,25.0,2.0,499.89,92.49,0.333,8.84,5.017,1.54,A,18.52,5.79,28.1,10.03,23.4,0.51,92.7,31.1,17.3,36.2,2025-11-01 14:00:00,1.0,P102-9032,OP_A,3.199,277.75,-0.022,0
B0002,2.0,26.0,2.0,499.32,94.8,0.294,7.74,4.961,1.54,A,18.52,5.79,28.1,10.03,23.4,0.51,92.7,31.1,17.3,36.2,2025-11-01 14:00:00,1.0,P102-9032,OP_A,3.199,322.45,-0.136,0
B0002,2.0,27.0,2.0,499.69,97.8,0.328,7.84,4.976,1.54,A,18.52,5.79,28.1,10.03,23.4,0.51,92.7,31.1,17.3,36.2,2025-11-01 14:00:00,1.0,P102-9032,OP_A,3.199,298.17,-0.062,0
B0002,2.0,28.0,2.0,498.83,94.18,0.27,8.39,4.987,1.54,A,18.52,5.79,28.1,10.03,23.4,0.51,92.7,31.1,17.3,36.2,2025-11-01 14:00:00,1.0,P102-9032,OP_A,3.199,348.81,-0.234,0
B0002,2.0,29.0,2.0,500.14,96.03,0.313,8.08,5.049,1.54,A,18.52,5.79,28.1,10.03,23.4,0.51,92.7,31.1,17.3,36.2,2025-11-01 14:00:00,1.0,P102-9032,OP_A,3.199,306.81,0.028,0
B0002,2.0,30.0,2.0,499.66,92.83,0.239,7.4,5.001,1.54,A,18.52,5.79,28.1,10.03,23.4,0.51,92.7,31.1,17.3,36.2,2025-11-01 14:00:00,1.0,P102-9032,OP_A,3.199,388.41,-0.068,0
B0002,2.0,32.0,2.0,499.19,96.08,0.279,8.84,5.038,1.54,A,18.52,5.79,28.1,10.03,23.4,0.51,92.7,31.1,17.3,36.2,2025-11-01 14:00:00,1.0,P102-9032,OP_A,3.199,344.37,-0.162,0
B0002,2.0,33.0,2.0,498.74,95.23,0.388,8.34,5.007,1.54,A,18.52,5.79,28.1,10.03,23.4,0.51,92.7,31.1,17.3,36.2,2025-11-01 14:00:00,1.0,P102-9032,OP_A,3.199,245.44,-0.252,0
B0002,2.0,35.0,2.0,501.0,96.33,0.279,7.78,4.989,1.54,A,18.52,5.79,28.1,10.03,23.4,0.51,92.7,31.1,17.3,36.2,2025-11-01 14:00:00,1.0,P102-9032,OP_A,3.199,345.27,0.2,0
B0002,2.0,37.0,2.0,500.06,96.6,0.221,7.89,4.98,1.54,A,18.52,5.79,28.1,10.03,23.4,0.51,92.7,31.1,17.3,36.2,2025-11-01 14:00:00,1.0,P102-9032,OP_A,3.199,437.1,0.012,0
B0002,2.0,40.0,2.0,500.15,93.58,0.314,8.48,4.932,1.54,A,18.52,5.79,28.1,10.03,23.4,0.51,92.7,31.1,17.3,36.2,2025-11-01 14:00:00,1.0,P102-9032,OP_A,3.199,298.03,0.03,0
B0003,3.0,1.0,3.0,500.5,103.49,0.435,7.74,4.952,4.07,A,18.06,6.12,31.5,9.98,23.3,1.22,89.6,29.4,21.1,41.1,2025-11-01 22:00:00,1.0,P103-1001,OP_A,2.951,237.91,0.1,0
B0003,3.0,2.0,3.0,502.02,102.04,0.368,7.93,4.958,4.07,A,18.06,6.12,31.5,9.98,23.3,1.22,89.6,29.4,21.1,41.1,2025-11-01 22:00:00,1.0,P103-1001,OP_A,2.951,277.28,0.404,0
B0003,3.0,5.0,3.0,498.29,106.32,0.211,7.69,5.03,4.07,A,18.06,6.12,31.5,9.98,23.3,1.22,89.6,29.4,21.1,41.1,2025-11-01 22:00:00,1.0,P103-1001,OP_A,2.951,503.89,-0.342,0
B0003,3.0,7.0,3.0,502.42,104.43,0.221,8.22,4.971,4.07,A,18.06,6.12,31.5,9.98,23.3,1.22,89.6,29.4,21.1,41.1,2025-11-01 22:00:00,1.0,P103-1001,OP_A,2.951,472.53,0.484,0
B0003,3.0,11.0,3.0,498.23,112.75,0.1,9.32,4.99,4.07,A,18.06,6.12,31.5,9.98,23.3,1.22,89.6,29.4,21.1,41.1,2025-11-01 22:00:00,1.0,P103-1001,OP_A,2.951,1127.5,-0.354,0
B0003,3.0,13.0,3.0,498.39,106.43,0.17,8.16,5.043,4.07,A,18.06,6.12,31.5,9.98,23.3,1.22,89.6,29.4,21.1,41.1,2025-11-01 22:00:00,1.0,P103-1001,OP_A,2.951,626.06,-0.322,0
B0003,3.0,15.0,3.0,497.84,111.5,0.389,8.51,4.998,4.07,A,18.06,6.12,31.5,9.98,23.3,1.22,89.6,29.4,21.1,41.1,2025-11-01 22:00:00,1.0,P103-1001,OP_A,2.951,286.63,-0.432,0
B0003,3.0,16.0,3.0,499.48,107.32,0.659,7.63,4.988,4.07,A,18.06,6.12,31.5,9.98,23.3,1.22,89.6,29.4,21.1,41.1,2025-11-01 22:00:00,1.0,P103-1001,OP_A,2.951,162.85,-0.104,0
B0003,3.0,17.0,3.0,499.55,109.58,0.49,8.24,5.032,4.07,A,18.06,6.12,31.5,9.98,23.3,1.22,89.6,29.4,21.1,41.1,2025-11-01 22:00:00,1.0,P103-1001,OP_A,2.951,223.63,-0.09,0
B0003,3.0,18.0,3.0,500.62,108.53,0.217,7.87,4.991,4.07,A,18.06,6.12,31.5,9.98,23.3,1.22,89.6,29.4,21.1,41.1,2025-11-01 22:00:00,1.0,P103-1001,OP_A,2.951,500.14,0.124,0
B0003,3.0,20.0,3.0,501.02,109.4,0.1,7.92,4.957,4.07,A,18.06,6.12,31.5,9.98,23.3,1.22,89.6,29.4,21.1,41.1,2025-11-01 22:00:00,1.0,P103-1001,OP_A,2.951,1094.0,0.204,0
B0003,3.0,22.0,3.0,499.72,107.24,0.365,8.37,5.039,4.07,A,18.06,6.12,31.5,9.98,23.3,1.22,89.6,29.4,21.1,41.1,2025-11-01 22:00:00,1.0,P103-1001,OP_A,2.951,293.81,-0.056,0
B0003,3.0,24.0,3.0,500.15,105.19,0.211,6.84,4.97,4.07,A,18.06,6.12,31.5,9.98,23.3,1.22,89.6,29.4,21.1,41.1,2025-11-01 22:00:00,1.0,P103-1001,OP_A,2.951,498.53,0.03,0
B0003,3.0,25.0,3.0,497.47,104.17,0.305,8.45,5.003,4.07,A,18.06,6.12,31.5,9.98,23.3,1.22,89.6,29.4,21.1,41.1,2025-11-01 22:00:00,1.0,P103-1001,OP_A,2.951,341.54,-0.506,0
B0003,3.0,27.0,3.0,499.82,106.89,0.323,8.26,4.993,4.07,A,18.06,6.12,31.5,9.98,23.3,1.22,89.6,29.4,21.1,41.1,2025-11-01 22:00:00,1.0,P103-1001,OP_A,2.951,330.93,-0.036,0
B0003,3.0,28.0,3.0,501.17,103.32,0.317,8.39,5.001,4.07,A,18.06,6.12,31.5,9.98,23.3,1.22,89.6,29.4,21.1,41.1,2025-11-01 22:00:00,1.0,P103-1001,OP_A,2.951,325.93,0.234,0
B0003,3.0,29.0,3.0,498.52,108.82,0.202,8.07,5.028,4.07,A,18.06,6.12,31.5,9.98,23.3,1.22,89.6,29.4,21.1,41.1,2025-11-01 22:00:00,1.0,P103-1001,OP_A,2.951,538.71,-0.296,0
B0003,3.0,30.0,3.0,496.94,105.32,0.213,8.08,5.017,4.07,A,18.06,6.12,31.5,9.98,23.3,1.22,89.6,29.4,21.1,41.1,2025-11-01 22:00:00,1.0,P103-1001,OP_A,2.951,494.46,-0.612,0
B0003,3.0,31.0,3.0,498.32,111.91,0.274,8.25,5.066,4.07,A,18.06,6.12,31.5,9.98,23.3,1.22,89.6,29.4,21.1,41.1,2025-11-01 22:00:00,1.0,P103-1001,OP_A,2.951,408.43,-0.336,0
B0003,3.0,32.0,3.0,501.17,102.19,0.362,7.9,4.991,4.07,A,18.06,6.12,31.5,9.98,23.3,1.22,89.6,29.4,21.1,41.1,2025-11-01 22:00:00,1.0,P103-1001,OP_A,2.951,282.29,0.234,0
B0003,3.0,34.0,3.0,502.73,108.56,0.375,7.63,4.966,4.07,A,18.06,6.12,31.5,9.98,23.3,1.22,89.6,29.4,21.1,41.1,2025-11-01 22:00:00,1.0,P103-1001,OP_A,2.951,289.49,0.546,0
B0003,3.0,35.0,3.0,500.08,113.28,0.252,8.3,5.045,4.07,A,18.06,6.12,31.5,9.98,23.3,1.22,89.6,29.4,21.1,41.1,2025-11-01 22:00:00,1.0,P103-1001,OP_A,2.951,449.52,0.016,0
B0003,3.0,36.0,3.0,501.64,108.18,0.148,7.85,5.042,4.07,A,18.06,6.12,31.5,9.98,23.3,1.22,89.6,29.4,21.1,41.1,2025-11-01 22:00:00,1.0,P103-1001,OP_A,2.951,730.95,0.328,0
B0003,3.0,39.0,3.0,500.51,108.34,0.297,7.32,5.034,4.07,A,18.06,6.12,31.5,9.98,23.3,1.22,89.6,29.4,21.1,41.1,2025-11-01 22:00:00,1.0,P103-1001,OP_A,2.951,364.78,0.102,0
B0004,4.0,4.0,1.0,500.82,105.3,0.309,8.12,5.017,2.53,A,18.31,6.38,25.2,10.0,23.8,0.24,93.4,37.3,19.6,38.3,2025-11-02 06:00:00,2.0,P101-7047,OP_A,2.87,340.78,0.164,0
B0004,4.0,8.0,1.0,500.4,97.91,0.3,8.78,4.975,2.53,A,18.31,6.38,25.2,10.0,23.8,0.24,93.4,37.3,19.6,38.3,2025-11-02 06:00:00,2.0,P101-7047,OP_A,2.87,326.37,0.08,0
B0004,4.0,10.0,1.0,500.2,98.3,0.283,7.41,5.02,2.53,A,18.31,6.38,25.2,10.0,23.8,0.24,93.4,37.3,19.6,38.3,2025-11-02 06:00:00,2.0,P101-7047,OP_A,2.87,347.35,0.04,0
B0004,4.0,11.0,1.0,499.87,98.98,0.312,8.37,4.98,2.53,A,18.31,6.38,25.2,10.0,23.8,0.24,93.4,37.3,19.6,38.3,2025-11-02 06:00:00,2.0,P101-7047,OP_A,2.87,317.24,-0.026,0
B0004,4.0,12.0,1.0,501.26,99.37,0.288,8.03,5.022,2.53,A,18.31,6.38,25.2,10.0,23.8,0.24,93.4,37.3,19.6,38.3,2025-11-02 06:00:00,2.0,P101-7047,OP_A,2.87,345.03,0.252,0
B0004,4.0,13.0,1.0,499.29,102.19,0.334,8.04,5.026,2.53,A,18.31,6.38,25.2,10.0,23.8,0.24,93.4,37.3,19.6,38.3,2025-11-02 06:00:00,2.0,P101-7047,OP_A,2.87,305.96,-0.142,0
B0004,4.0,14.0,1.0,500.18,98.89,0.274,7.34,5.015,2.53,A,18.31,6.38,25.2,10.0,23.8,0.24,93.4,37.3,19.6,38.3,2025-11-02 06:00:00,2.0,P101-7047,OP_A,2.87,360.91,0.036,0
B0004,4.0,15.0,1.0,500.44,100.96,0.257,7.34,5.0,2.53,A,18.31,6.38,25.2,10.0,23.8,0.24,93.4,37.3,19.6,38.3,2025-11-02 06:00:00,2.0,P101-7047,OP_A,2.87,392.84,0.088,0
B0004,4.0,21.0,1.0,500.18,100.15,0.32,7.57,5.034,2.53,A,18.31,6.38,25.2,10.0,23.8,0.24,93.4,37.3,19.6,38.3,2025-11-02 06:00:00,2.0,P101-7047,OP_A,2.87,312.97,0.036,0
B0004,4.0,25.0,1.0,500.84,99.23,0.321,7.65,4.956,2.53,A,18.31,6.38,25.2,10.0,23.8,0.24,93.4,37.3,19.6,38.3,2025-11-02 06:00:00,2.0,P101-7047,OP_A,2.87,309.13,0.168,0
B0004,4.0,26.0,1.0,500.35,99.85,0.336,8.71,5.002,2.53,A,18.31,6.38,25.2,10.0,23.8,0.24,93.4,37.3,19.6,38.3,2025-11-02 06:00:00,2.0,P101-7047,OP_A,2.87,297.17,0.07,0
B0004,4.0,27.0,1.0,500.07,99.5,0.26,7.97,5.016,2.53,A,18.31,6.38,25.2,10.0,23.8,0.24,93.4,37.3,19.6,38.3,2025-11-02 06:00:00,2.0,P101-7047,OP_A,2.87,382.69,0.014,0
B0004,4.0,28.0,1.0,500.44,98.67,0.297,8.12,5.023,2.53,A,18.31,6.38,25.2,10.0,23.8,0.24,93.4,37.3,19.6,38.3,2025-11-02 06:00:00,2.0,P101-7047,OP_A,2.87,332.22,0.088,0
B0004,4.0,29.0,1.0,499.88,100.4,0.293,8.06,4.99,2.53,A,18.31,6.38,25.2,10.0,23.8,0.24,93.4,37.3,19.6,38.3,2025-11-02 06:00:00,2.0,P101-7047,OP_A,2.87,342.66,-0.024,0
B0004,4.0,30.0,1.0,499.34,97.86,0.293,8.06,5.016,2.53,A,18.31,6.38,25.2,10.0,23.8,0.24,93.4,37.3,19.6,38.3,2025-11-02 06:00:00,2.0,P101-7047,OP_A,2.87,333.99,-0.132,0
B0004,4.0,31.0,1.0,499.55,102.37,0.285,8.27,5.025,2.53,A,18.31,6.38,25.2,10.0,23.8,0.24,93.4,37.3,19.6,38.3,2025-11-02 06:00:00,2.0,P101-7047,OP_A,2.87,359.19,-0.09,0
B0004,4.0,32.0,1.0,499.58,101.27,0.249,7.46,4.988,2.53,A,18.31,6.38,25.2,10.0,23.8,0.24,93.4,37.3,19.6,38.3,2025-11-02 06:00:00,2.0,P101-7047,OP_A,2.87,406.71,-0.084,0
B0004,4.0,33.0,1.0,500.81,100.99,0.377,8.51,4.954,2.53,A,18.31,6.38,25.2,10.0,23.8,0.24,93.4,37.3,19.6,38.3,2025-11-02 06:00:00,2.0,P101-7047,OP_A,2.87,267.88,0.162,0
B0004,4.0,35.0,1.0,499.33,101.15,0.291,8.58,5.008,2.53,A,18.31,6.38,25.2,10.0,23.8,0.24,93.4,37.3,19.6,38.3,2025-11-02 06:00:00,2.0,P101-7047,OP_A,2.87,347.59,-0.134,0
B0004,4.0,36.0,1.0,499.56,103.32,0.29,8.47,4.986,2.53,A,18.31,6.38,25.2,10.0,23.8,0.24,93.4,37.3,19.6,38.3,2025-11-02 06:00:00,2.0,P101-7047,OP_A,2.87,356.28,-0.088,0
B0004,4.0,37.0,1.0,500.04,100.01,0.299,8.73,5.017,2.53,A,18.31,6.38,25.2,10.0,23.8,0.24,93.4,37.3,19.6,38.3,2025-11-02 06:00:00,2.0,P101-7047,OP_A,2.87,334.48,0.008,0
B0004,4.0,38.0,1.0,499.82,101.64,0.332,7.51,5.009,2.53,A,18.31,6.38,25.2,10.0,23.8,0.24,93.4,37.3,19.6,38.3,2025-11-02 06:00:00,2.0,P101-7047,OP_A,2.87,306.14,-0.036,0
B0004,4.0,39.0,1.0,500.04,101.33,0.315,8.79,4.982,2.53,A,18.31,6.38,25.2,10.0,23.8,0.24,93.4,37.3,19.6,38.3,2025-11-02 06:00:00,2.0,P101-7047,OP_A,2.87,321.68,0.008,0
B0004,4.0,40.0,1.0,500.06,98.53,0.239,7.74,5.024,2.53,A,18.31,6.38,25.2,10.0,23.8,0.24,93.4,37.3,19.6,38.3,2025-11-02 06:00:00,2.0,P101-7047,OP_A,2.87,412.26,0.012,0
B0005,5.0,1.0,2.0,499.59,96.67,0.246,7.87,5.025,1.94,A,18.06,5.83,29.0,10.06,20.8,1.06,97.6,28.5,27.2,44.5,2025-11-02 14:00:00,2.0,P102-9032,OP_B,3.098,392.97,-0.082,0
B0005,5.0,2.0,2.0,499.65,99.18,0.245,6.62,5.021,1.94,A,18.06,5.83,29.0,10.06,20.8,1.06,97.6,28.5,27.2,44.5,2025-11-02 14:00:00,2.0,P102-9032,OP_B,3.098,404.82,-0.07,0
B0005,5.0,3.0,2.0,500.19,94.84,0.332,7.86,5.001,1.94,A,18.06,5.83,29.0,10.06,20.8,1.06,97.6,28.5,27.2,44.5,2025-11-02 14:00:00,2.0,P102-9032,OP_B,3.098,285.66,0.038,0
B0005,5.0,4.0,2.0,499.36,96.89,0.287,8.39,5.011,1.94,A,18.06,5.83,29.0,10.06,20.8,1.06,97.6,28.5,27.2,44.5,2025-11-02 14:00:00,2.0,P102-9032,OP_B,3.098,337.6,-0.128,0
B0005,5.0,5.0,2.0,499.57,99.37,0.3,8.15,5.007,1.94,A,18.06,5.83,29.0,10.06,20.8,1.06,97.6,28.5,27.2,44.5,2025-11-02 14:00:00,2.0,P102-9032,OP_B,3.098,331.23,-0.086,0
B0005,5.0,6.0,2.0,499.69,95.36,0.315,7.7,5.006,1.94,A,18.06,5.83,29.0,10.06,20.8,1.06,97.6,28.5,27.2,44.5,2025-11-02 14:00:00,2.0,P102-9032,OP_B,3.098,302.73,-0.062,0
B0005,5.0,7.0,2.0,499.75,98.2,0.312,7.96,4.975,1.94,A,18.06,5.83,29.0,10.06,20.8,1.06,97.6,28.5,27.2,44.5,2025-11-02 14:00:00,2.0,P102-9032,OP_B,3.098,314.74,-0.05,0
B0005,5.0,9.0,2.0,499.5,97.63,0.329,7.45,4.983,1.94,A,18.06,5.83,29.0,10.06,20.8,1.06,97.6,28.5,27.2,44.5,2025-11-02 14:00:00,2.0,P102-9032,OP_B,3.098,296.75,-0.1,0
