date,轴号,下轴时间,scratch,米数,个/100米,型号,厚度,ts_start,ts_end
2026-01-02,H2610119,21:43-22:55,4.0,2467,3.24280502634779,PG42Y,188.0,2026-01-02 21:43:00,2026-01-02 22:55:00
2026-01-03,H2610120,22:55-0:07,1.0,2269,2.73248126928162,PG42Y,188.0,2026-01-03 22:55:00,2026-01-04 00:07:00
2026-01-03,H2610121,0：01-0:47,481.0,1541,2.98507462686567,PG42Y,188.0,2026-01-03 00:01:00,2026-01-03 00:47:00
2026-01-03,H2610122,0：47-1:52,13.0,2264,3.31272084805654,PG42Y,188.0,2026-01-03 00:47:00,2026-01-03 01:52:00
2026-01-03,H2610123,1：52-3:02,2.0,2354,2.03908241291419,PG42Y,188.0,2026-01-03 01:52:00,2026-01-03 03:02:00
2026-01-03,H2610124,3：02-4:13,11.0,2463,4.06008932196508,PG42Y,188.0,2026-01-03 03:02:00,2026-01-03 04:13:00
2026-01-03,H2610125,4：13-5:57,5.0,3533,2.46249646193037,PG42Y,188.0,2026-01-03 04:13:00,2026-01-03 05:57:00
2026-01-03,H2610129,10:31-11:13,1.0,2154,4.45682451253482,PG32M,125.0,2026-01-03 10:31:00,2026-01-03 11:13:00
2026-01-03,H2610160,11:13-12:36,0.0,4210,9.5249406175772,PG32M,125.0,2026-01-03 11:13:00,2026-01-03 12:36:00
2026-01-03,H2610161,12:36-13:23,60.0,2414,3.35542667771334,PG32M,125.0,2026-01-03 12:36:00,2026-01-03 13:23:00
2026-01-03,H2610162,13:23-14:44,1.0,4211,2.75469009736405,PG32M,125.0,2026-01-03 13:23:00,2026-01-03 14:44:00
2026-01-03,H2610163,14:44-16:06,0.0,4211,2.56471146995963,PG32M,125.0,2026-01-03 14:44:00,2026-01-03 16:06:00
2026-01-03,H2610164,16:06-17:28,0.0,4211,2.44597482783187,PG32M,125.0,2026-01-03 16:06:00,2026-01-03 17:28:00
2026-01-03,H2610165,17:28-18:10,2.0,2154,2.36768802228412,PG32M,125.0,2026-01-03 17:28:00,2026-01-03 18:10:00
2026-01-03,H2610166,18:10-19:32,1.0,4211,2.20850154357635,PG32M,125.0,2026-01-03 18:10:00,2026-01-03 19:32:00
2026-01-03,H2610168,19：50-21:12,0.0,4211,2.279743528853,PG32M,125.0,2026-01-03 19:50:00,2026-01-03 21:12:00
2026-01-03,H2610169,21:12-22:41,1.0,4561,3.68340276255207,PG32M,125.0,2026-01-03 21:12:00,2026-01-03 22:41:00
2026-01-04,H2610170,22:41-0:09,3.0,4531,2.09666740233944,PG32M,125.0,2026-01-04 22:41:00,2026-01-05 00:09:00
2026-01-04,H2610171,0：09-1:31,1.0,4211,1.85229161719307,PG32M,125.0,2026-01-04 00:09:00,2026-01-04 01:31:00
2026-01-04,H2610172,1:31-2:53,3.0,4211,1.70980764663975,PG32M,125.0,2026-01-04 01:31:00,2026-01-04 02:53:00
2026-01-04,H2610174,3：30-4:12,4.0,2165,4.48036951501155,PG32M,125.0,2026-01-04 03:30:00,2026-01-04 04:12:00
2026-01-04,H2610175,4：12-5:03,6.0,2665,2.4390243902439,PG32M,125.0,2026-01-04 04:12:00,2026-01-04 05:03:00
2026-01-04,H2610176,5：03-5:53,7.0,2544,2.55503144654088,PG32M,125.0,2026-01-04 05:03:00,2026-01-04 05:53:00
2026-01-04,H2610177,5：53-6:46,3.0,2765,7.73960216998192,PG32M,125.0,2026-01-04 05:53:00,2026-01-04 06:46:00
2026-01-04,H2610178,,5.0,4590,1.93899782135076,PG32M,125.0,,
2026-01-04,H2610179,8：15-9:37,3.0,4210,1.78147268408551,PG32M,125.0,2026-01-04 08:15:00,2026-01-04 09:37:00
2026-01-04,H2610180,9：37-10:59,2.0,4210,2.04275534441805,PG32M,125.0,2026-01-04 09:37:00,2026-01-04 10:59:00
2026-01-04,H2610181,10:59-11:47,4.0,2504,2.51597444089457,PG32M,125.0,2026-01-04 10:59:00,2026-01-04 11:47:00
2026-01-04,H2610182,11:47-14:47,9.0,3777,2.99179242785279,PG32M,100.0,2026-01-04 11:47:00,2026-01-04 14:47:00
2026-01-04,H2610183,12:47-14:26,4.0,6276,2.26258763543658,PG32M,100.0,2026-01-04 12:47:00,2026-01-04 14:26:00
2026-01-04,H2610184,14:26-15:22,3.0,3677,1.65896110960022,PG32M,100.0,2026-01-04 14:26:00,2026-01-04 15:22:00
2026-01-04,H2610186,16:24-17:20,3.0,3677,2.12129453358716,PG32M,100.0,2026-01-04 16:24:00,2026-01-04 17:20:00
2026-01-04,H2610187,17:20-18:21,4.0,3936,2.13414634146341,PG32M,100.0,2026-01-04 17:20:00,2026-01-04 18:21:00
2026-01-04,H2610188,18:35-19:25,3.0,3216,2.45646766169154,PG32M,100.0,2026-01-04 18:35:00,2026-01-04 19:25:00
2026-01-04,H2610190,19:25-21:02,1.0,6276,3.23454429572976,PG32M,100.0,2026-01-04 19:25:00,2026-01-04 21:02:00
2026-01-04,H2610191,21:02-22:09,140.0,4317,3.08084317813296,PG32M,100.0,2026-01-04 21:02:00,2026-01-04 22:09:00
2026-01-04,H2610192,22:09-23:04,6.0,3519,1.90394998579142,PG32M,100.0,2026-01-04 22:09:00,2026-01-04 23:04:00
2026-01-05,H2610194,23:22-0:20,3.0,3004,3.76165113182423,PG32M,125.0,2026-01-05 23:22:00,2026-01-06 00:20:00
2026-01-05,H2610195,0：20-1:18,18.0,3004,1.79760319573901,PG32M,125.0,2026-01-05 00:20:00,2026-01-05 01:18:00
2026-01-05,H2610196,1：18-2:20,131.0,3203,1.37371214486419,PG32M,125.0,2026-01-05 01:18:00,2026-01-05 02:20:00
2026-01-05,H2610197,2：20-3:12,64.0,2654,1.99698568198945,PG32M,125.0,2026-01-05 02:20:00,2026-01-05 03:12:00
2026-01-05,H2610198,3：12-4:17,56.0,3344,2.51196172248804,PG32M,125.0,2026-01-05 03:12:00,2026-01-05 04:17:00
2026-01-05,H2610199,4：17-5：58,6.0,5212,1.38142747505756,PG32M,125.0,2026-01-05 04:17:00,2026-01-05 05:58:00
2026-01-05,H2610200,5：58-6:49,1.0,2191,1.4148790506618,PG32M,125.0,2026-01-05 05:58:00,2026-01-05 06:49:00
2026-01-05,H2610202,12：06-13：08,393.0,1561,4.29212043561819,PF21,250.0,2026-01-05 12:06:00,2026-01-05 13:08:00
2026-01-05,H2610204,13:50-14:36,13.0,1287,3.34110334110334,PG32D,250.0,2026-01-05 13:50:00,2026-01-05 14:36:00
2026-01-05,H2610205,14:36-16:14,19.0,2737,2.44793569601754,PG32D,250.0,2026-01-05 14:36:00,2026-01-05 16:14:00
2026-01-05,H2610206,16：14-18：01,14.0,2816,5.64630681818182,PG32D,250.0,2026-01-05 16:14:00,2026-01-05 18:01:00
2026-01-05,H2610207,18:01-18:37,11.0,996,4.91967871485944,PG32D,250.0,2026-01-05 18:01:00,2026-01-05 18:37:00
2026-01-05,H2610210,20：36-21：21,8.0,1367,3.29188002926116,PG32D,250.0,2026-01-05 20:36:00,2026-01-05 21:21:00
2026-01-05,H2610211,21:21-22:51,16.0,2496,3.00480769230769,PG32D,250.0,2026-01-05 21:21:00,2026-01-05 22:51:00
2026-01-06,H2610212,22:51-0:21,13.0,2507,2.75229357798165,PG32D,250.0,2026-01-06 22:51:00,2026-01-07 00:21:00
2026-01-06,H2610213,0：21-0:59,9.0,1033,5.03388189738625,PG32D,250.0,2026-01-06 00:21:00,2026-01-06 00:59:00
2026-01-06,H2610215,1：44-3:14,19.0,2507,4.34782608695652,PG32D,250.0,2026-01-06 01:44:00,2026-01-06 03:14:00
2026-01-06,H2610216,3：14-4:12,13.0,1619,2.40889437924645,PG32D,250.0,2026-01-06 03:14:00,2026-01-06 04:12:00
2026-01-06,H2610220,6：29-7:05,13.0,984,9.2479674796748,PG32D,250.0,2026-01-06 06:29:00,2026-01-06 07:05:00
2026-01-06,H2610222,7:47-8：34,6.0,1277,5.87314017227878,PG32D,250.0,2026-01-06 07:47:00,2026-01-06 08:34:00
2026-01-06,H2610224,11:18-12:15,2.0,1586,4.60277427490542,PG22C,250.0,2026-01-06 11:18:00,2026-01-06 12:15:00
2026-01-06,H2610225,12：15-13：51,10.0,2707,2.80753601773181,PG32D,250.0,2026-01-06 12:15:00,2026-01-06 13:51:00
2026-01-06,H2610226,13:51-14:50,3.0,1616,5.44554455445545,PG32D,250.0,2026-01-06 13:51:00,2026-01-06 14:50:00
2026-01-06,H2610227,14:50-15:46,12.0,1567,4.27568602425016,PG32D,250.0,2026-01-06 14:50:00,2026-01-06 15:46:00
2026-01-06,H2610228,17：35-18:27,9.0,1467,4.83980913428766,PG32D,250.0,2026-01-06 17:35:00,2026-01-06 18:27:00
2026-01-06,H2610230,18:27-20:05,10.0,2707,3.91577391946805,PG32D,250.0,2026-01-06 18:27:00,2026-01-06 20:05:00
2026-01-06,H2610231,20:05-21:36,6.0,2536,3.66719242902208,PG32D,250.0,2026-01-06 20:05:00,2026-01-06 21:36:00
2026-01-06,H2610232,21:36-23:23,22.0,2987,5.05523937060596,PG32D,250.0,2026-01-06 21:36:00,2026-01-06 23:23:00
2026-01-07,H2610233,23:23-1:03,58.0,2777,5.6895930860641,PG32D,250.0,2026-01-07 23:23:00,2026-01-08 01:03:00
2026-01-07,H2610234,1：03-1:56,11.0,1487,3.29522528581036,PG22C,250.0,2026-01-07 01:03:00,2026-01-07 01:56:00
2026-01-07,H2610235,1：56-3:36,17.0,2767,6.28839898807373,PG22C,250.0,2026-01-07 01:56:00,2026-01-07 03:36:00
2026-01-07,H2610236,3：36-4:26,7.0,1397,14.8890479599141,PG21C,250.0,2026-01-07 03:36:00,2026-01-07 04:26:00
2026-01-07,H2610237,4：26-5:56,14.0,2497,4.24509411293552,PG21C,250.0,2026-01-07 04:26:00,2026-01-07 05:56:00
2026-01-07,H2610238,5：56-7:01,544.0,1816,25.9361233480176,FP21,250.0,2026-01-07 05:56:00,2026-01-07 07:01:00
2026-01-07,H2610239,7：01-8:02,482.0,1716,3.2051282051282,FP21,250.0,2026-01-07 07:01:00,2026-01-07 08:02:00
2026-01-07,H2610241,8：38-9:28,171.0,1407,6.68088130774698,FP21,250.0,2026-01-07 08:38:00,2026-01-07 09:28:00
2026-01-07,H2610242,9：28-10:23,52.0,1547,5.17129928894635,FP21,250.0,2026-01-07 09:28:00,2026-01-07 10:23:00
2026-01-07,H2610243,10:23-11:22,517.0,1657,144.176222088111,FP21,250.0,2026-01-07 10:23:00,2026-01-07 11:22:00
2026-01-07,H2610244,11：22-12:42,21.0,2186,2.0128087831656,FP21,250.0,2026-01-07 11:22:00,2026-01-07 12:42:00
2026-01-07,H2610245,12:42-13:59,26.0,2186,2.516010978957,FP21,250.0,2026-01-07 12:42:00,2026-01-07 13:59:00
2026-01-07,H2610271,16:23-17:02,0.0,1418,2.32722143864598,PG22C,188.0,2026-01-07 16:23:00,2026-01-07 17:02:00
2026-01-07,H2610272,17：02-18:01,145.0,2345,1.57782515991471,PG32D,188.0,2026-01-07 17:02:00,2026-01-07 18:01:00
2026-01-08,H2610275,0:24-1:07,609.0,1527,11.5913555992141,PG22C,188.0,2026-01-08 00:24:00,2026-01-08 01:07:00
2026-01-08,H2610276,1：07-2:11,1.0,2275,1.49450549450549,PG32D,188.0,2026-01-08 01:07:00,2026-01-08 02:11:00
2026-01-08,H2610277,2：11-3:11,0.0,2175,1.74712643678161,PG32D,188.0,2026-01-08 02:11:00,2026-01-08 03:11:00
2026-01-08,H2610278,3：11-4:11,1.0,2125,1.45882352941176,PG32D,188.0,2026-01-08 03:11:00,2026-01-08 04:11:00
2026-01-08,H2610279,4：11-5:12,1.0,2176,2.25183823529412,PG32D,188.0,2026-01-08 04:11:00,2026-01-08 05:12:00
2026-01-08,H2610280,5：12-6:19,1.0,2375,1.09473684210526,PG32D,188.0,2026-01-08 05:12:00,2026-01-08 06:19:00
2026-01-08,H2610281,6：19-7:20,1.0,2176,2.20588235294118,PG32D,188.0,2026-01-08 06:19:00,2026-01-08 07:20:00
2026-01-08,H2610282,7：20+-8:21,0.0,2176,1.33272058823529,PG32D,188.0,,
2026-01-08,H2610283,8：21-9:22,1.0,2176,1.33272058823529,PG32D,188.0,2026-01-08 08:21:00,2026-01-08 09:22:00
2026-01-08,H2610284,9：22-10:23,4.0,2176,0.965073529411765,PG32D,188.0,2026-01-08 09:22:00,2026-01-08 10:23:00
2026-01-08,H2610285,10:23-11:29,5.0,2376,3.40909090909091,PG32D,188.0,2026-01-08 10:23:00,2026-01-08 11:29:00
2026-01-08,H2610286,11:29-12:33,8.0,2256,4.8758865248227,PG32D,188.0,2026-01-08 11:29:00,2026-01-08 12:33:00
2026-01-08,H2610287,12:33-13:34,3.0,2176,1.01102941176471,PG32D,188.0,2026-01-08 12:33:00,2026-01-08 13:34:00
2026-01-08,H2610288,13:34-14:35,5.0,2176,0.919117647058824,PG32D,188.0,2026-01-08 13:34:00,2026-01-08 14:35:00
2026-01-08,H2610290,15：07-15：47,3.0,2127,0.940291490362012,PG32M,125.0,2026-01-08 15:07:00,2026-01-08 15:47:00
2026-01-08,H2610291,15：47-17：13,3.0,4543,0.924499229583975,PG32M,125.0,2026-01-08 15:47:00,2026-01-08 17:13:00
2026-01-08,H2610292,17:13-18:33,4.0,4282,1.89163942083139,PG32M,125.0,2026-01-08 17:13:00,2026-01-08 18:33:00
2026-01-08,H2610293,18:33-20:05,5.0,4762,0.944981100377993,PG32M,125.0,2026-01-08 18:33:00,2026-01-08 20:05:00
2026-01-08,H2610294,20:05-21:53,11.0,5745,0.939947780678851,PG32M,125.0,2026-01-08 20:05:00,2026-01-08 21:53:00
2026-01-08,H2610295,21:53-22:56,3148.0,3334,289.742051589682,PG32M,125.0,2026-01-08 21:53:00,2026-01-08 22:56:00
2026-01-08,H2610296,22:56-23:55,49.0,3104,2.19072164948454,PG32M,125.0,2026-01-08 22:56:00,2026-01-08 23:55:00
2026-01-09,H2610297,23:55-0:49,20.0,2865,0.87260034904014,PG32M,125.0,2026-01-09 23:55:00,2026-01-10 00:49:00
2026-01-09,H2610299,1：08-1:59,7.0,3218,1.83343691733996,PG32M,100.0,2026-01-09 01:08:00,2026-01-09 01:59:00
2026-01-09,H2610300,1：59-2:56,6.0,3576,2.12527964205817,PG32M,100.0,2026-01-09 01:59:00,2026-01-09 02:56:00
2026-01-09,H2610301,2:56-3：56,22.0,3727,2.844110544674,PG32M,100.0,2026-01-09 02:56:00,2026-01-09 03:56:00
2026-01-09,H2610302,3：56-5:36,3.0,6275,2.43824701195219,PG32M,100.0,2026-01-09 03:56:00,2026-01-09 05:36:00
2026-01-09,H2610303,5：36-6:29,2.0,3318,2.56178420735383,PG32M,100.0,2026-01-09 05:36:00,2026-01-09 06:29:00
2026-01-09,H2610304,6：29-8:22,11.0,7073,19.1008058815213,PG32M,100.0,2026-01-09 06:29:00,2026-01-09 08:22:00
2026-01-09,H2610305,8：22-9:12,3.0,3218,1.55376009944065,PG32M,100.0,2026-01-09 08:22:00,2026-01-09 09:12:00
2026-01-09,H2610306,9：12-10:52,4174.0,6892,1.65409170052234,PG32M,100.0,2026-01-09 09:12:00,2026-01-09 10:52:00
2026-01-09,H2610308,15：27-16：04,35.0,1688,17.7725118483412,FP21,150.0,2026-01-09 15:27:00,2026-01-09 16:04:00
2026-01-09,H2610309,16:04-17:40,35.0,4325,3.67630057803468,FP21,150.0,2026-01-09 16:04:00,2026-01-09 17:40:00
2026-01-09,H2610310,17:40-18:54,83.0,3325,31.8195488721805,FPT31,150.0,2026-01-09 17:40:00,2026-01-09 18:54:00
2026-01-09,H2610311,18:54-19:51,63.0,2585,5.41586073500967,FP2,150.0,2026-01-09 18:54:00,2026-01-09 19:51:00
2026-01-09,H2610312,19：51-20:39,46.0,2157,4.49698655540102,FP2,150.0,2026-01-09 19:51:00,2026-01-09 20:39:00
2026-01-09,H2610313,20:39-21:26,51.0,1964,4.58248472505092,FP2,150.0,2026-01-09 20:39:00,2026-01-09 21:26:00
2026-01-09,H2610314,21:26-22:13,58.0,2138,4.44340505144995,FPT31,150.0,2026-01-09 21:26:00,2026-01-09 22:13:00
2026-01-09,H2610315,22:13-23：31,102.0,3517,4.63463178845607,FPT31,150.0,2026-01-09 22:13:00,2026-01-09 23:31:00
2026-01-10,H2610316,23:31-0:45,91.0,3317,4.34127223394634,FPT31,150.0,2026-01-10 23:31:00,2026-01-11 00:45:00
2026-01-10,H2610317,0：45-1:58,68.0,3317,3.49713596623455,FPT31,150.0,2026-01-10 00:45:00,2026-01-10 01:58:00
2026-01-10,H2610318,1：58-3:12,82.0,3317,2.68314742236961,FPT31,150.0,2026-01-10 01:58:00,2026-01-10 03:12:00
2026-01-10,H2610319,3：12-3:50,33.0,1759,2.10346787947698,FPT31,150.0,2026-01-10 03:12:00,2026-01-10 03:50:00
2026-01-10,H2610321,4:08-5：21,1.0,4625,2.65945945945946,FP21,100.0,2026-01-10 04:08:00,2026-01-10 05:21:00
2026-01-10,H2610322,5：21-7:02,6.0,6425,3.284046692607,FP21,100.0,2026-01-10 05:21:00,2026-01-10 07:02:00
2026-01-10,H2610326,9:35-10：18,1.0,2205,3.5827664399093,PG32DS,125.0,2026-01-10 09:35:00,2026-01-10 10:18:00
2026-01-10,H2610327,10：18-11：44,2.0,4362,2.63640531866116,PG32DS,125.0,2026-01-10 10:18:00,2026-01-10 11:44:00
2026-01-10,H2610328,11：44-13：25,5.0,5162,1.14296784192174,PG32DS,125.0,2026-01-10 11:44:00,2026-01-10 13:25:00
2026-01-10,H2610329,13：25-14:14,8.0,2469,3.3616848926691,PG32DS,125.0,2026-01-10 13:25:00,2026-01-10 14:14:00
2026-01-10,H2610330,14:14-15:08,20.0,2743,3.9008384979949,PG32DS,125.0,2026-01-10 14:14:00,2026-01-10 15:08:00
2026-01-10,H2610331,15:08-16:35,9.0,4402,2.63516583371195,PG32DS,125.0,2026-01-10 15:08:00,2026-01-10 16:35:00
2026-01-10,H2610332,16:35-17:30,19.0,2564,12.1684867394696,PG32DS,125.0,2026-01-10 16:35:00,2026-01-10 17:30:00
2026-01-10,H2610333,17:30-18:14,3.0,2444,3.39607201309329,PG32DS,125.0,2026-01-10 17:30:00,2026-01-10 18:14:00
2026-01-10,H2610334,18:14-18:57,7.0,2205,3.17460317460317,PG32DS,125.0,2026-01-10 18:14:00,2026-01-10 18:57:00
2026-01-10,H2610335,18:57-19:51,13.0,2705,5.21256931608133,PG32DS,125.0,2026-01-10 18:57:00,2026-01-10 19:51:00
2026-01-10,H2610336,19:51-20:34,3.0,2204,2.22323049001815,PG32DS,125.0,2026-01-10 19:51:00,2026-01-10 20:34:00
2026-01-10,H2610337,20:34-21:23,7.0,2503,3.23611666000799,PG32DS,125.0,2026-01-10 20:34:00,2026-01-10 21:23:00
2026-01-10,H2610341,23:06-23:57,6.0,3218,2.6413921690491,PG32D,100.0,2026-01-10 23:06:00,2026-01-10 23:57:00
2026-01-10,H2610342,23:57-1:37,11.0,6275,2.35856573705179,PG32D,100.0,2026-01-10 23:57:00,2026-01-11 01:37:00
2026-01-10,H2610343,1：37-2:31,1.0,3418,1.52135751901697,PG32D,100.0,2026-01-10 01:37:00,2026-01-10 02:31:00
2026-01-10,H2610344,2:31-4：10,5.0,6275,4.84462151394422,PG32D,100.0,2026-01-10 02:31:00,2026-01-10 04:10:00
2026-01-10,H2610346,5：01-5:52,1.0,3209,2.39950140230601,PG32D,100.0,2026-01-10 05:01:00,2026-01-10 05:52:00
2026-01-11,H2610349,10:36-11：20,4.0,2215,5.95936794582393,PG32B,125.0,2026-01-11 10:36:00,2026-01-11 11:20:00
2026-01-11,H2610350,11:20-12:45,3.0,3763,5.02258836035078,PG32B,125.0,2026-01-11 11:20:00,2026-01-11 12:45:00
2026-01-11,H2610351,12:45-14:14,4.0,4532,4.78817299205649,PG32B,125.0,2026-01-11 12:45:00,2026-01-11 14:14:00
2026-01-11,H2610352,14：14-15：47,42.0,4652,6.08340498710232,PG32B,125.0,2026-01-11 14:14:00,2026-01-11 15:47:00
2026-01-11,H2610353,15:47-17:14,4.0,4412,5.28105167724388,PG32B,125.0,2026-01-11 15:47:00,2026-01-11 17:14:00
2026-01-11,H2610354,17:14-18:51,3.0,4922,4.22592442096709,PG32B,125.0,2026-01-11 17:14:00,2026-01-11 18:51:00
2026-01-11,H2610358,19：32-20:35,2.0,2205,4.39909297052154,PG32DS,125.0,2026-01-11 19:32:00,2026-01-11 20:35:00
2026-01-11,H2610359,20:35-22:00,7.0,4259,4.41418173280113,PG32DS,125.0,2026-01-11 20:35:00,2026-01-11 22:00:00
2026-01-11,H2610360,22:00-22:51,3.0,2452,8.97226753670473,PG32DS,125.0,2026-01-11 22:00:00,2026-01-11 22:51:00
2026-01-11,H2610361,0：19-1:11,9.0,2561,2.69426005466615,PG32DS,125.0,2026-01-11 00:19:00,2026-01-11 01:11:00
2026-01-11,H2610362,1：11-2:21,10.0,3459,2.97773923099162,PG32DS,125.0,2026-01-11 01:11:00,2026-01-11 02:21:00
2026-01-11,H2610365,2：21-3:52,7.0,4410,1.88208616780045,PG32DS,125.0,2026-01-11 02:21:00,2026-01-11 03:52:00
2026-01-12,H2610366,3：52-4:39,4.0,2342,1.5798462852263,PG32DS,125.0,2026-01-12 03:52:00,2026-01-12 04:39:00
2026-01-12,H2610368,4：39-4:56,1.0,3398,2.38375515008829,PG32D,100.0,2026-01-12 04:39:00,2026-01-12 04:56:00
2026-01-12,H2610369,5:50-6:41,0.0,3219,2.20565392979186,PG32D,100.0,2026-01-12 05:50:00,2026-01-12 06:41:00
2026-01-12,H2610370,6:41-8:20,8.0,6277,2.23036482396049,PG32D,100.0,2026-01-12 06:41:00,2026-01-12 08:20:00
2026-01-12,H2610371,8：20-9:11,5.0,3219,2.26778502640572,PG32D,100.0,2026-01-12 08:20:00,2026-01-12 09:11:00
2026-01-12,H2610373,14:05-14:38,49.0,2121,3.67751060820368,FP21,100.0,2026-01-12 14:05:00,2026-01-12 14:38:00
2026-01-12,H2610374,14：38-15:45,3459.0,4195,8.20023837902265,FP21,100.0,2026-01-12 14:38:00,2026-01-12 15:45:00
2026-01-12,H2610375,15:45-16:37,2.0,3309,5.43970988213962,FP22,100.0,2026-01-12 15:45:00,2026-01-12 16:37:00
2026-01-12,H2610376,16:37-18:17,13.0,6345,2.1591804570528,FP22,100.0,2026-01-12 16:37:00,2026-01-12 18:17:00
2026-01-12,H2610377,18:17-19:08,16.0,3259,1.96379257440933,FP22,100.0,2026-01-12 18:17:00,2026-01-12 19:08:00
2026-01-12,H2610378,19:08-19:43,6.0,2209,1.99185151652331,FP22,100.0,2026-01-12 19:08:00,2026-01-12 19:43:00
2026-01-12,H2610380,20:36-21:26,2.0,3109,2.12286908973947,PG22C,100.0,2026-01-12 20:36:00,2026-01-12 21:26:00
2026-01-12,H2610381,21:26-23:03,9.0,6171,2.30108572354562,PG32D,100.0,2026-01-12 21:26:00,2026-01-12 23:03:00
